index,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13,gene_14,gene_15,gene_16,gene_17,gene_18,gene_19,gene_20,CONCEPTS
GSE4489_group4,SO_1482,SO_3407,SO_3658,SO_0995,SO_0855,SO_0665,SO_0958,SO_0217,SO_4743,SO_0744,SO_3923,SO_2039,SO_2491,SO_0713,SO_1872,SO_0182,SO_0543,SO_1479,SO_2859,SO_3599,"['GO_0005623', 'GO_0007568', 'GO_0040007', 'GO_0008152', 'GO_0006790', 'GO_0009260', 'GO_0009266', 'GO_0019761', 'GO_0007154', 'GO_0019538']"
GSE4489_group5,SO_0927,SO_2971,SO_1872,SO_1722,SO_3074,SO_0744,SO_3684,SO_2491,SO_0217,SO_1764,SO_2969,SO_1405,SO_1482,SO_4691,SO_3590,SO_1496,SO_1703,SO_2965,SO_3407,SO_2537,"['GO_0005623', 'GO_0030433', 'GO_0005773', 'GO_0005634', 'GO_0005737', 'GO_0044424', 'GO_0005635', 'GO_0030529', 'GO_0016605', 'GO_0005694']"
GSE4489_group6,SO_3407,SO_1703,SO_1764,SO_4598,SO_1405,SO_1872,SO_1323,SO_2071,SO_2177,SO_0205,SO_0217,SO_2491,SO_2537,SO_1482,SO_2628,SO_3923,SO_0927,SO_2971,SO_2974,SO_3658,"['GO_0042743', 'GO_0097367', 'GO_0036094', 'GO_0009826', 'GO_0006749', 'GO_0008534', 'GO_0000302', 'GO_0043648', 'GO_0002764', 'GO_0044458']"
GSE4489_group7,SO_3658,SO_1703,SO_1764,SO_1872,SO_3599,SO_2177,SO_0217,SO_2973,SO_0744,SO_3708,SO_2537,SO_2971,SO_4598,SO_3923,SO_0780,SO_0205,SO_3515,SO_0855,SO_3230,SO_3596,"['GO_0005975', 'GO_0009058', 'GO_0042592', 'GO_0042758', 'GO_0006793', 'GO_0006541', 'GO_0051186', 'GO_0046034', 'GO_0016053', 'GO_0006091']"
GSE4489_group8,SO_4598,SO_2039,SO_1479,SO_1703,SO_3658,SO_3923,SO_0217,SO_2589,SO_1482,SO_0855,SO_0205,SO_3019,SO_0713,SO_2971,SO_2177,SO_1872,SO_2537,SO_2491,SO_1621,SO_4743,"['GO_0030435', 'GO_0043930', 'GO_0000176', 'GO_0009510', 'GO_0034330', 'GO_0043588', 'GO_0030018', 'GO_0010638', 'GO_0043627', 'GO_0044297']"
GSE4489_group9,SO_3407,SO_1482,SO_0217,SO_2741,SO_0995,SO_2039,SO_3596,SO_2971,SO_3515,SO_3923,SO_2491,SO_1764,SO_2589,SO_4603,SO_1872,SO_1703,SO_0205,SO_1621,SO_4598,SO_0182,"['GO_0008150', 'GO_0009987', 'GO_0005575', 'GO_0046933', 'GO_0016021', 'GO_0006520', 'GO_0005783', 'GO_0005615', 'GO_0043202', 'GO_0046872']"
GSE4489_group10,SO_1405,SO_0744,SO_2039,SO_3923,SO_0116,SO_0995,SO_1764,SO_1703,SO_1621,SO_4603,SO_2741,SO_1617,SO_4598,SO_3658,SO_1482,SO_3407,SO_0205,SO_3515,SO_0217,SO_3596,"['GO_0022618', 'GO_0008134', 'GO_0003700', 'GO_0006351', 'GO_0005737', 'GO_0005622', 'GO_0043226', 'GO_0043229', 'GO_0005623', 'GO_0071949']"
GSE4489_group11,SO_0995,SO_2971,SO_3515,SO_3407,SO_0217,SO_3596,SO_1703,SO_1764,SO_4603,SO_4598,SO_1405,SO_1482,SO_0205,SO_2491,SO_2039,SO_1621,SO_3923,SO_1872,SO_2741,SO_2589,"['GO_0009891', 'GO_0009267', 'GO_0017144', 'GO_0009394', 'GO_0006396', 'GO_0008270', 'GO_0051234', 'GO_0043085', 'GO_1903800', 'GO_0043167']"
GSE4489_group12,SO_3407,SO_1482,SO_0744,SO_2039,SO_0217,SO_0665,SO_3658,SO_0713,SO_0995,SO_4743,SO_3923,SO_3599,SO_1479,SO_1580,SO_4072,SO_0958,SO_4598,SO_2589,SO_2177,SO_0855,"['GO_0007582', 'GO_0044281', 'GO_0044723', 'GO_0015979', 'GO_0055114', 'GO_0007155', 'GO_0007610', 'GO_0032196', 'GO_0044763', 'GO_0044085']"
GSE3876_group1,SO_0729,SO_1888,SO_4618,SO_2301,SO_1903,SO_1095,SO_1302,SO_2033,SO_1714,SO_1774,SO_2886,SO_2095,SO_4274,SO_1984,SO_1002,SO_0804,SO_1231,SO_2793,SO_3859,SO_1677,"['GO_0044281', 'GO_0044237', 'GO_0043202', 'GO_0044710', 'GO_0044238', 'GO_0004222', 'GO_0016998', 'GO_0016757', 'GO_0008344', 'GO_0006520']"
GSE3876_group2,SO_2073,SO_2587,SO_2074,SO_4055,SO_0818,SO_3913,SO_2071,SO_4235,SO_4234,SO_3030,SO_4236,SO_4233,SO_2072,SO_4345,SO_2093,SO_4054,SO_2070,SO_2888,SO_1787,SO_1343,"['GO_0002185', 'GO_0006119', 'GO_0007005', 'GO_0006096', 'GO_0006091', 'GO_0006090', 'GO_0030746', 'GO_0044237', 'GO_0044249', 'GO_0019752']"
GSE3876_group3,SO_2587,SO_0818,SO_2074,SO_4055,SO_2073,SO_4235,SO_0279,SO_4234,SO_4236,SO_4346,SO_4233,SO_3560,SO_1676,SO_3674,SO_4056,SO_2071,SO_4345,SO_3675,SO_3030,SO_3913,"['GO_0030145', 'GO_0019357', 'GO_0005215', 'GO_0055114', 'GO_0032324', 'GO_0070279', 'GO_0008218', 'GO_0046001', 'GO_0016615', 'GO_2000652']"
GSE3876_group4,SO_0277,SO_4054,SO_3030,SO_2587,SO_3286,SO_2074,SO_2073,SO_2364,SO_3032,SO_4056,SO_4235,SO_4234,SO_0818,SO_0935,SO_4055,SO_3980,SO_0275,SO_1030,SO_2072,SO_4345,"['GO_0008152', 'GO_0044281', 'GO_0043170', 'GO_0044260', 'GO_0016053', 'GO_0006119', 'GO_0044267', 'GO_0016126', 'GO_0044237', 'GO_0006808']"
GSE3876_group5,SO_2587,SO_0277,SO_4054,SO_0275,SO_3030,SO_4056,SO_0818,SO_4055,SO_2074,SO_1888,SO_1676,SO_3980,SO_4235,SO_0279,SO_2493,SO_3032,SO_4234,SO_4344,SO_4236,SO_3740,"['GO_0005576', 'GO_0005737', 'GO_0005618', 'GO_0016021', 'GO_0005886', 'GO_0031224', 'GO_0016020', 'GO_0043227', 'GO_0043226', 'GO_0046872']"
GSE3876_group6,SO_3006,SO_4054,SO_1042,SO_0277,SO_2982,SO_0275,SO_3012,SO_4056,SO_3010,SO_2903,SO_4513,SO_4515,SO_1698,SO_4055,SO_4345,SO_3146,SO_4235,SO_4234,SO_2884,SO_4346,"['GO_0008150', 'GO_0040007', 'GO_0055114', 'GO_0046939', 'GO_0032774', 'GO_0090304', 'GO_0009536', 'GO_0005777', 'GO_0043231', 'GO_0005618']"
GSE3876_group7,SO_3006,SO_3179,SO_0277,SO_4054,SO_2982,SO_3864,SO_4056,SO_3012,SO_1698,SO_0275,SO_4055,SO_4515,SO_3010,SO_4513,SO_0818,SO_1325,SO_2884,SO_2098,SO_1070,SO_2540,"['GO_0007005', 'GO_0033180', 'GO_0046933', 'GO_0072666', 'GO_0055114', 'GO_0051259', 'GO_0046906', 'GO_1990583', 'GO_0006309', 'GO_0042729']"
GSE3876_group8,SO_2886,SO_0275,SO_4054,SO_3286,SO_4157,SO_2073,SO_3863,SO_0277,SO_4056,SO_3896,SO_3864,SO_1070,SO_0907,SO_2364,SO_4345,SO_0970,SO_3284,SO_0906,SO_3285,SO_4515,"['GO_0007005', 'GO_0042742', 'GO_0030433', 'GO_0070176', 'GO_0048873', 'GO_0030098', 'GO_0030334', 'GO_0019838', 'GO_0060256', 'GO_0051597']"
GSE3876_group9,SO_2886,SO_3863,SO_0275,SO_4054,SO_3286,SO_0907,SO_2073,SO_3284,SO_0277,SO_0903,SO_0970,SO_2074,SO_1070,SO_4345,SO_4157,SO_3285,SO_4056,SO_4591,SO_2364,SO_4513,"['GO_0072193', 'GO_0008150', 'GO_0005575', 'GO_0048518', 'GO_0048513', 'GO_0005484', 'GO_0051234', 'GO_0006950', 'GO_0005622', 'GO_0003677']"
GSE3876_group10,SO_4054,SO_3864,SO_0277,SO_3980,SO_4056,SO_0975,SO_0275,SO_0818,SO_1070,SO_4513,SO_3030,SO_4515,SO_0958,SO_4055,SO_2074,SO_3286,SO_4344,SO_1377,SO_4345,SO_4346,"['GO_0008152', 'GO_0006810', 'GO_0044260', 'GO_0009058', 'GO_0044237', 'GO_0016192', 'GO_0051716', 'GO_0006811', 'GO_0065007', 'GO_0033036']"
GSE3876_group11,SO_2587,SO_1377,SO_0276,SO_0277,SO_2886,SO_2887,SO_3864,SO_0275,SO_1888,SO_3863,SO_4366,SO_3388,SO_2790,SO_2929,SO_0242,SO_4206,SO_3740,SO_1043,SO_2074,SO_1751,"['GO_0030135', 'GO_0042383', 'GO_0055019', 'GO_0000775', 'GO_0071840', 'GO_0035861', 'GO_0010991', 'GO_0031497', 'GO_0000421', 'GO_0032991']"
GSE3876_group12,SO_0277,SO_2587,SO_0275,SO_3030,SO_3864,SO_3286,SO_0403,SO_1042,SO_0975,SO_1377,SO_0958,SO_1888,SO_4591,SO_3980,SO_1070,SO_2886,SO_2098,SO_1673,SO_0970,SO_3896,"['GO_0008150', 'GO_0043170', 'GO_0034641', 'GO_0044281', 'GO_0044260', 'GO_0034645', 'GO_0006733', 'GO_0044267', 'GO_0044270', 'GO_0015980']"
GSE3876_group13,SO_1361,SO_2073,SO_1362,SO_2074,SO_0846,SO_2963,SO_4513,SO_2944,SO_2951,SO_3010,SO_2427,SO_4347,SO_2969,SO_2938,SO_2982,SO_2966,SO_2953,SO_4235,SO_4344,SO_4345,"['GO_0005623', 'GO_0019790', 'GO_0005576', 'GO_0043233', 'GO_0005634', 'GO_0005886', 'GO_0005737', 'GO_0005887', 'GO_0031974', 'GO_0030424']"
GSE3876_group14,SO_1361,SO_3980,SO_2963,SO_2951,SO_2969,SO_2953,SO_2074,SO_3006,SO_2907,SO_2953,SO_1362,SO_4515,SO_2982,SO_4344,SO_4345,SO_2884,SO_4346,SO_4372,SO_2944,SO_4513,"['GO_0008150', 'GO_0003674', 'GO_0005623', 'GO_0043170', 'GO_0048856', 'GO_0009987', 'GO_0005575', 'GO_0016043', 'GO_0009988', 'GO_0016044']"
GSE3876_group15,SO_2364,SO_0275,SO_0277,SO_2886,SO_2963,SO_1070,SO_3010,SO_3006,SO_2982,SO_4345,SO_3012,SO_4234,SO_4513,SO_2969,SO_4515,SO_4344,SO_3030,SO_4235,SO_2363,SO_0958,"['GO_0008150', 'GO_0005575', 'GO_0003674', 'GO_0006810', 'GO_0044237', 'GO_0022900', 'GO_0042593', 'GO_0017004', 'GO_0044265', 'GO_0009056']"
GSE3876_group16,SO_0277,SO_3006,SO_3030,SO_2587,SO_3740,SO_0958,SO_2963,SO_1120,SO_2969,SO_4372,SO_4513,SO_2982,SO_0275,SO_3819,SO_0729,SO_3452,SO_4346,SO_0818,SO_2097,SO_3819,"['GO_0040007', 'GO_0017001', 'GO_0006915', 'GO_0005737', 'GO_0005623', 'GO_0005576', 'GO_0071842', 'GO_0051179', 'GO_0055085', 'GO_0046933']"
GSE3876_group17,SO_2963,SO_2969,SO_3286,SO_2886,SO_2073,SO_0277,SO_2982,SO_3030,SO_3006,SO_2364,SO_0275,SO_2074,SO_0958,SO_4235,SO_3012,SO_1070,SO_4234,SO_2071,SO_2953,SO_3863,"['GO_0017004', 'GO_0042594', 'GO_0043154', 'GO_0006812', 'GO_0031967', 'GO_0015992', 'GO_0005739', 'GO_0005744', 'GO_0033175', 'GO_0006810']"
GSE3876_group18,SO_0277,SO_3864,SO_3030,SO_2587,SO_2969,SO_2963,SO_0958,SO_0403,SO_3740,SO_3006,SO_0975,SO_4055,SO_4056,SO_0279,SO_4054,SO_1042,SO_2982,SO_0275,SO_4513,SO_4516,"['GO_0009266', 'GO_0055114', 'GO_0006116', 'GO_0005737', 'GO_0005634', 'GO_0032193', 'GO_0006810', 'GO_0042594', 'GO_0043066', 'GO_0009894']"
