,GENE,GSM509290,GSM509291,GSM509292,GSM509293
200,IG_SO0479_SO0478_at,8.027905996569885,3.817623257511431,7.627898615871748,0.48542682717024166
201,IG_SO0490_SO0491_x_at,9.307428525192247,8.194264382992005,9.617467465294196,9.438999718732484
202,IG_SO0491_SO0490_x_at,11.055011226732482,10.358870939685618,11.665824431925643,10.263269200372662
203,IG_SO0492_SO0494_x_at,8.94778302625542,8.29920801838728,8.79766152585376,7.513332823740126
204,IG_SO0494_SO0492_x_at,8.974414589805527,9.967082126257734,9.59916899321943,10.713128714351262
205,IG_SO0495_SO0496_at,9.32845054051034,8.021257620560519,8.841721581128462,7.47735352663456
206,IG_SO0496_SO0495_at,7.06177619758669,7.346956889378885,7.345183447187665,7.316507819103109
207,IG_SO0497_SO0499_x_at,8.996897125512335,6.399171093819823,7.387155717662981,7.255500733148386
208,IG_SO0499_SO0497_x_at,9.312656098606336,8.579315937580015,8.652127927738269,8.792464959979945
209,IG_SO0499_SO0500_x_at,7.24031432933371,7.234577959784565,6.930737337562887,7.4212232992251375
210,IG_SO0500_SO0499_x_at,6.94251450533924,6.2384047393250786,7.150762744355418,7.170926525287385
211,IG_SO0500_SO0501_x_at,8.206526015877428,8.420802381631812,8.371558862611963,8.278449458220482
212,IG_SO0501_SO0500_x_at,8.734370919662975,7.595443984589479,8.507794640198696,7.430452551665532
213,IG_SO0501_SO0502_x_at,8.811535251636077,7.590961241342599,7.8954238103829715,8.342963574398725
214,IG_SO0502_SO0501_at,7.970393537914677,6.575917361118149,7.389738878676984,6.364572432295856
215,IG_SO0503_SO0504_at,8.522777669524576,6.825276830054866,8.638073837180718,8.651051691178928
216,IG_SO0504_SO0503_at,7.404290064444837,7.5584207132686645,6.940166750482817,4.672425341971495
217,IG_SO0508_SO0510_x_at,10.878204219677396,10.614433791869402,11.129733788715823,10.973051560153563
218,IG_SO0510_SO0508_x_at,11.850069604141568,11.34861751386591,12.186640448622969,11.580022967753875
219,IG_SO0521_SO0522_at,7.917670434361761,6.487036080031899,6.655351828612554,6.478971805032942
220,IG_SO0522_SO0521_at,11.127285047215219,10.110744289382945,10.428046053958436,8.816343705284858
221,IG_SO0528_SO0529_at,6.958842675243241,8.187352073200497,6.954196310386875,6.673839055990439
222,IG_SO0529_SO0528_at,4.37851162325373,2.678071905112638,0.2630344058337938,2.137503523749935
223,IG_SO0530_SO0532_at,8.214804794948051,8.492253789302918,8.448322832507502,8.484621527098598
224,IG_SO0532_SO0530_at,9.21723071622067,8.130827934145131,8.855179946816332,7.731319031025064
225,IG_SO0541_SO0542_at,8.179909090014934,8.60139939053183,7.800899899920305,8.194264382992005
226,IG_SO0542_SO0541_at,4.807354922057604,3.9818526532897405,4.638073837180719,5.904484097901423
227,IG_SO0542_SO0543_at,8.746514321138463,9.555931161242967,8.818262608304474,8.634811050171718
228,IG_SO0543_SO0542_x_at,9.218926437226274,7.749534267669262,8.569096095262136,8.982423226775877
229,IG_SO0546_SO0547_at,10.093285503877924,10.124638314178705,10.013880937935031,9.720415284906329
230,IG_SO0547_SO0546_at,9.34562701215377,8.668175868970138,7.87528859822269,5.593951283948411
231,IG_SO0547_SO0548_at,9.74045539698897,8.633358550637105,8.786923022152791,8.81698362325538
232,IG_SO0548_SO0547_at,8.465158229664254,8.633358550637105,8.393175914348806,7.986979709176577
233,IG_SO0557_SO0558_at,6.404290064444837,7.7374163659370625,6.08533966935737,7.2695942516833725
234,IG_SO0558_SO0557_at,8.675604252639003,5.697662633470518,6.459431618637297,6.672425341971495
235,IG_SO0559_SO0560_x_at,7.828453873930486,8.365447588550104,8.179909090014934,7.083213368248981
236,IG_SO0560_SO0559_x_at,9.29783336841106,8.843607046490561,9.884628444851334,7.473299871141315
237,IG_SO0560_SO0561_at,7.960001932068081,8.779391059535914,7.112700132749362,5.815063017192867
238,IG_SO0561_SO0560_x_at,5.96116025813664,7.472487771462744,5.783980413683795,6.610286657081023
239,IG_SO0562_SO0563_at,8.014020470314934,7.59916899321943,6.989820220117596,6.106432077816929
240,IG_SO0563_SO0562_at,8.73978060977326,7.7535510546006545,7.83541884047548,10.258094872866513
241,IG_SO0563_SO0564_x_at,6.040015678847879,2.37851162325373,7.706668682179746,9.370251481425177
242,IG_SO0564_SO0563_x_at,10.726984440761173,8.816023639827996,10.198690585668917,7.867278739709662
243,IG_SO0568_SO0569_x_at,7.561478891501007,7.137503523749935,7.1888360730305285,1.632268215499513
244,IG_SO0569_SO0568_at,9.745170090861023,9.080817527608327,9.247452864634932,9.04248018649247
245,IG_SO0570_SO0572_at,7.412781525338476,6.147713722352154,5.689299160535892,3.169925001442312
246,IG_SO0572_SO0570_at,8.532940288372874,7.794415866350106,7.96289600533726,9.50898318485542
247,IG_SO0572_SO0573_at,9.462093229486815,8.099084760891863,8.712527000439824,8.654636028527968
248,IG_SO0573_SO0572_at,8.025139562278508,3.8972404255747994,7.066089190457772,4.145677455195635
249,IG_SO0576_SO0577_at,9.402159366906625,8.534108304931793,8.279378431234479,8.143128072943814
250,IG_SO0577_SO0576_at,9.287712379549449,6.646738698307846,8.156335936694358,6.727920454563199
251,IG_SO0578_SO0579_at,0.925999418556223,2.1043366598147357,1.632268215499513,2.137503523749935
252,IG_SO0579_SO0578_at,7.719731056749852,5.797012977836145,7.137503523749935,0.6780719051126377
253,IG_SO0582_SO0583_at,8.852373449580268,8.602884408718419,8.566815154010897,8.888438850745239
254,IG_SO0583_SO0582_at,8.460660664607602,8.342519189660608,9.04001567884788,9.78985964091365
255,IG_SO0584_SO0585_x_at,3.2016338611696504,5.867896463992655,6.199672344836364,7.077883864438322
256,IG_SO0585_SO0584_x_at,4.504620392403552,5.213347281733441,4.672425341971495,1.8875252707415875
257,IG_SO0595_SO0596_x_at,11.568906154502084,12.506679489598406,12.65983984466324,13.14062210485856
258,IG_SO0595_tGly1_at,8.34562701215377,8.45450493755737,8.219168520462162,8.988684686772165
259,IG_SO0596_SO0595_at,7.53605290024021,8.35843142862635,8.564911610997058,9.400666004069222
260,IG_SO0606_SO0608_at,9.479578191749074,8.505811553919594,8.812498225333563,7.22881869049588
261,IG_SO0608_SO0606_at,6.539158811108031,4.314696525656286,6.859224161978204,7.669593751188333
262,IG_SO0616_SO0617_at,7.083213368248981,6.525129251203973,5.4561490346479955,6.978424465440858
263,IG_SO0617_SO0616_at,3.0,0.765534746362977,5.526694845541976,0.48542682717024166
264,IG_SO0620_SO0621_at,8.363258701707986,6.825276830054866,8.212374787567269,8.138527801422274
265,IG_SO0621_SO0620_at,4.882643049361842,7.315602456637947,6.638073837180719,3.807354922057604
266,IG_SO0625_SO0627_at,9.974414589805527,9.563577634904892,9.35974956032233,9.159871336778389
267,IG_SO0627_SO0625_at,8.66604642940879,6.283551423174307,7.423746229114772,4.74416109557041
268,IG_SO0635_SO0636_at,9.582141981658777,9.504223119912846,8.078951341394822,1.6780719051126378
269,IG_SO0636_SO0635_at,4.9818526532897405,4.53605290024021,3.3923174227787602,5.314696525656286
270,IG_SO0637_SO0639_x_at,5.791814071161826,6.47735352663456,7.103287808412022,3.2479275134435857
271,IG_SO0639_SO0637_at,8.486633935070163,7.900866807980749,9.034523875334392,6.826548487290915
272,IG_SO0640_SO0639_at,9.888438850745239,5.82781902461732,8.578938713093386,4.817623257511431
273,IG_SO0640_SO0641_at,9.812498225333563,11.279146244054306,10.791895448325223,11.542161299269555
274,IG_SO0641_SO0640_at,8.19819945543749,7.230741002626909,8.380677507222886,7.820178962415188
275,IG_SO0669_SO0670_at,7.515699838284043,6.461070114033051,7.7846348455575205,5.0
276,IG_SO0670_SO0669_at,6.7535510546006545,4.517275693209582,7.066089190457772,8.76188361236552
