,index,ORF,GSM525509,GSM525510,GSM525511,GSM525512,GSM525513,GSM525514
58,10048,SO_0019,1364.0,1292.0,1202.67,1576.0,1065.33,1358.67
59,10416,SO_0020,1698.67,1138.67,2750.67,3934.0,5369.33,3282.67
60,1185,SO_0020,63624.0,56929.33,52390.67,56929.33,56576.0,58816.0
61,4621,SO_0020,29172.67,26672.0,32761.33,17132.67,23980.0,24631.33
62,2598,SO_0021,6413.33,6702.67,4461.33,5222.67,4601.33,3606.67
63,13220,SO_0021,12473.33,9518.67,13026.67,4741.33,6417.33,5744.0
64,7569,SO_0021,1013.33,954.67,620.0,613.33,642.67,1364.67
65,5948,SO_0022,588.0,866.67,390.67,425.33,541.33,284.0
66,408,SO_0022,245.33,160.0,86.0,158.67,112.67,48.67
67,10417,SO_0022,1648.0,1292.0,1576.0,654.67,1054.67,1104.0
68,12135,SO_0023,13528.0,16048.0,13369.33,13015.33,10673.33,10428.0
69,7279,SO_0023,11396.0,11478.67,7826.67,5180.0,6776.0,8452.0
70,2857,SO_0023,8450.67,6749.33,5037.33,5329.33,4790.0,4421.33
71,5120,SO_0024,850.0,834.67,1157.33,1416.0,1472.67,1258.67
72,13221,SO_0024,16925.33,10428.0,19566.67,24182.67,16782.0,14666.67
73,7541,SO_0024,12516.0,14950.67,8786.67,5198.67,5948.0,8096.67
74,11647,SO_0025,4654.67,4720.0,4876.0,912.0,2432.0,2149.33
75,7899,SO_0025,280.0,54.0,790.67,662.67,634.67,362.67
76,5121,SO_0025,178.67,54.0,120.67,149.33,10.0,82.0
77,1595,SO_0026,7721.33,11352.0,9830.67,9566.67,7699.33,7735.33
78,9817,SO_0026,51.33,54.0,35.33,244.0,135.0,56.67
79,4449,SO_0026,3461.33,3277.33,3030.67,2740.0,2737.33,3790.67
80,6484,SO_0027,2488.0,2722.0,1648.0,1323.33,1406.67,1328.0
81,8755,SO_0027,3606.67,3082.67,2850.67,2405.33,2346.0,2300.0
82,12059,SO_0027,4720.0,1925.33,2898.67,5649.33,3585.33,2960.0
83,12909,SO_0028,280.0,54.0,244.0,10.0,91.33,99.33
84,6840,SO_0028,1837.33,2740.0,1878.67,4506.67,1889.33,3000.0
85,2298,SO_0028,192.0,297.33,206.67,378.67,321.33,473.33
86,3465,SO_0029,2506.67,1490.0,2661.33,4246.67,4114.67,3764.67
87,6667,SO_0029,4142.67,5114.67,4402.67,2213.33,4057.33,3037.33
88,12849,SO_0029,1976.0,1797.33,2337.33,2333.33,2625.33,2513.33
89,4139,SO_0030,2649.33,3188.0,2688.0,2649.33,2258.67,2265.33
90,903,SO_0030,1406.67,1888.67,1554.67,2898.67,2140.67,3978.67
91,11233,SO_0030,2814.0,2682.67,2281.33,1381.33,2505.33,2650.67
92,2599,SO_0031,1596.0,1241.33,1108.0,1698.0,1472.67,1492.0
93,11139,SO_0031,461.33,412.0,653.33,500.0,516.0,338.67
94,7376,SO_0031,1173.33,1609.33,1544.0,2241.33,1594.67,1574.67
95,10049,SO_0032,11406.0,9648.0,8160.0,8932.0,8648.0,10005.33
96,7804,SO_0032,4456.0,2804.0,4668.0,3942.67,3646.67,3338.67
97,4622,SO_0032,1560.0,2064.67,1486.67,922.67,1726.67,1190.67
98,10050,SO_0033,2081.33,3026.67,2241.33,2040.0,2474.67,2286.67
99,4140,SO_0033,3157.33,2740.0,3256.0,2700.0,3289.33,3312.67
100,7080,SO_0033,634.67,818.67,1241.33,1752.67,1412.67,1553.33
101,8402,SO_0034,13880.0,10540.0,7012.0,4893.33,9978.67,6682.67
102,12352,SO_0034,8709.33,8477.33,8358.0,4832.0,6238.0,4462.67
103,6591,SO_0034,803.33,664.0,1620.0,1328.67,1297.33,1736.0
104,13069,SO_0035,2094.67,2804.0,2272.0,2474.67,1166.67,1682.67
105,4394,SO_0035,51.33,54.0,71.33,99.33,14.67,10.0
106,8017,SO_0035,3844.67,4449.33,4457.33,7704.0,3905.33,4902.67
107,2166,SO_0036,1308.67,1925.33,1013.33,1094.67,713.33,676.0
108,12799,SO_0036,62569.33,64318.67,56603.33,57728.0,59870.67,52077.33
109,6592,SO_0036,51.33,54.0,10.0,10.0,10.0,10.0
110,2600,SO_0037,1437.33,1458.0,1681.33,944.0,1336.0,897.33
111,5653,SO_0037,2865.33,1994.67,3256.0,2857.33,4534.67,2990.67
112,12800,SO_0037,60852.0,58358.0,60389.33,59273.33,64217.33,54416.0
113,5369,SO_0038,51.33,54.0,30.0,588.0,206.67,329.33
114,717,SO_0038,1486.67,1346.67,662.67,684.0,597.33,750.67
115,8485,SO_0038,6997.33,6022.67,8987.33,9116.0,9884.67,11537.33
116,9453,SO_0039,262.67,145.33,416.0,260.0,365.33,492.0
117,7280,SO_0039,1124.0,1430.67,398.67,922.67,508.0,321.33
118,3200,SO_0039,232.0,54.0,334.67,104.67,372.0,412.0
119,5453,SO_0040,27693.33,22610.67,22466.0,15281.33,13530.67,16264.0
120,10051,SO_0040,5448.0,7098.67,6433.33,15176.0,11200.67,12136.67
121,1653,SO_0040,50244.0,49285.33,49041.33,43529.33,50980.0,50901.33
122,9454,SO_0041,150.67,54.0,160.0,119.33,179.33,173.33
123,4293,SO_0041,3480.67,3954.67,3157.33,5633.33,5173.33,6237.33
124,1234,SO_0041,7076.0,15440.0,7577.33,9350.67,7004.0,11356.0
125,8865,SO_0042,5724.0,7357.33,8684.0,21097.33,21496.0,16710.67
126,1113,SO_0042,916.67,1570.67,848.0,2764.67,1013.33,2846.67
127,4343,SO_0042,3946.67,4417.33,3954.0,4330.67,5103.33,6668.0
128,10052,SO_0043,2678.67,3802.67,3218.67,7545.33,4214.0,3820.0
129,974,SO_0043,29854.67,39418.67,33224.0,25974.67,29500.0,36201.33
130,6915,SO_0044,9070.0,6158.0,9348.0,5068.0,10253.33,12916.0
131,2113,SO_0044,6642.67,6749.33,7424.0,4872.0,4877.33,3818.67
132,11399,SO_0044,7015.33,5517.33,5577.33,2064.0,2672.0,2700.0
133,7741,SO_0045,52314.67,48930.67,63738.67,22656.0,28668.0,35712.0
134,11317,SO_0045,308.0,458.67,525.33,328.0,365.33,382.0
135,3714,SO_0045,12335.33,13625.33,11761.33,7277.33,7096.0,6116.0
136,12589,SO_0046,1630.67,1120.0,2812.67,2898.67,2149.33,2144.0
137,5554,SO_0046,882.67,1028.67,642.67,1969.33,1509.33,1517.33
138,2232,SO_0046,368.0,412.0,290.67,166.67,329.33,284.0
139,11400,SO_0047,34624.0,36573.33,35728.0,24710.67,40604.0,34170.67
140,6916,SO_0047,51.33,54.0,107.33,10.0,126.0,10.0
141,3989,SO_0047,2257.33,1974.67,7197.33,18880.0,12854.67,9620.0
142,6369,SO_0048,51086.67,59993.33,59185.33,58468.0,51989.33,63630.0
143,3623,SO_0048,20902.0,16856.0,21540.67,8872.0,16836.0,16525.33
144,12590,SO_0048,1576.0,1379.33,1626.67,1346.67,1517.33,1617.33
145,3084,SO_0049,5107.33,2682.67,3297.33,597.33,2149.33,935.33
146,10053,SO_0049,2993.33,3755.33,2276.67,3985.33,2960.67,3023.33
147,7118,SO_0049,634.67,694.67,613.33,649.33,976.0,742.67
148,2167,SO_0050,1894.67,2630.67,2057.33,2956.67,1462.67,1586.0
149,11745,SO_0050,949.33,1570.67,941.33,1794.67,1289.33,1528.0
150,7472,SO_0050,1208.0,1012.67,761.33,862.67,497.33,613.33
151,10934,SO_0051,7388.0,4584.67,5592.0,4306.67,5204.0,5760.0
152,6763,SO_0052,12749.33,16131.33,14897.33,9800.0,8721.33,8342.67
153,3409,SO_0052,1013.33,1773.33,838.67,886.67,941.33,1026.67
154,13112,SO_0052,4997.33,3518.67,4997.33,2149.33,3621.33,3180.67
155,5514,SO_0053,37024.67,37038.67,43230.67,41853.33,37828.0,47032.0
156,2168,SO_0053,58064.0,52425.33,50421.33,51257.33,54314.67,43230.67
157,10418,SO_0053,634.67,761.33,613.33,8.33,321.33,252.0
158,12749,SO_0054,984.0,778.67,2029.33,870.67,818.67,742.67
159,3525,SO_0054,30292.67,33646.67,30852.0,38386.0,31965.33,37924.0
160,8468,SO_0054,13256.67,18716.0,15389.33,11971.33,9630.67,11836.0
161,9272,SO_0055,59185.33,60920.0,51828.0,57293.33,60185.33,64362.67
162,6088,SO_0055,20624.0,29473.33,19620.0,24512.0,20404.0,27416.0
163,9415,SO_0055,818.67,849.33,493.33,532.0,414.67,516.0
164,10054,SO_0056,9.33,54.0,390.67,328.0,321.33,246.67
165,975,SO_0056,3552.0,5517.33,4866.67,12092.0,9482.67,6962.67
166,5073,SO_0056,5287.33,5802.67,5242.67,3850.0,4902.67,6394.67
167,2233,SO_0057,18062.67,21426.67,13494.67,19676.0,15392.67,14617.33
168,11578,SO_0057,356.0,473.33,362.67,182.0,112.67,290.67
169,6631,SO_0057,6698.67,3923.33,8676.0,6322.67,6685.33,7528.0
170,12136,SO_0058,1097.33,2241.33,1592.0,2136.0,1424.0,2253.33
171,2169,SO_0058,5633.33,6129.33,6024.0,7449.33,11493.33,16120.0
172,4879,SO_0058,17350.0,18396.0,16856.0,13429.33,10282.0,9525.33
173,2114,SO_0059,136.33,266.0,262.67,334.67,338.67,704.0
174,11318,SO_0059,966.67,934.67,1002.67,1112.0,888.0,840.0
175,6178,SO_0059,3736.0,5634.67,2838.67,2054.67,2189.33,2320.0
176,7634,SO_0060,6237.33,7869.33,7492.0,2046.0,2882.67,3228.67
177,10247,SO_0060,716.0,629.33,1054.67,1192.67,818.67,1673.33
178,345,SO_0060,5228.0,8984.67,6804.67,13094.67,10626.67,13461.33
179,5555,SO_0061,573.33,1208.0,761.33,1502.67,737.33,608.0
180,12850,SO_0061,178.67,54.0,237.33,51.33,168.0,72.67
181,2427,SO_0061,338.67,204.0,126.0,192.0,28.67,52.67
182,10795,SO_0062,51.33,54.0,10.0,64.67,10.0,99.33
183,1402,SO_0062,51.33,54.0,95.33,10.0,14.67,67.33
184,6485,SO_0062,604.0,629.33,532.0,1142.67,372.0,778.67
185,9173,SO_0063,2112.0,3755.33,1734.67,5708.0,3297.33,4021.33
186,10796,SO_0063,1664.0,1730.0,1878.67,5095.33,2480.0,2270.0
187,4823,SO_0063,866.67,818.67,922.67,934.67,1122.67,1148.67
188,12476,SO_0064,4025.33,4584.67,4330.67,2129.33,3374.0,5786.67
189,5025,SO_0065,4997.33,5020.0,4477.33,10536.0,12324.0,9733.33
190,12851,SO_0065,382.67,218.67,206.67,112.67,168.0,232.0
191,2299,SO_0065,414.67,577.33,413.33,1952.67,1746.67,1978.67
192,10055,SO_0066,164.0,54.0,128.67,356.0,308.0,262.67
193,5370,SO_0066,6100.0,6982.67,6658.67,11356.0,7471.33,9962.67
194,2170,SO_0066,2488.0,2662.67,5461.33,3108.0,2960.67,1773.33
195,7009,SO_0067,4528.0,6200.67,7109.33,10142.67,9863.33,14912.67
196,2601,SO_0067,30121.33,26144.67,22931.33,15146.67,25620.0,19994.0
197,12541,SO_0067,8028.0,7522.67,6782.0,5281.33,4998.0,4632.0
198,2800,SO_0068,1112.0,1241.33,1134.67,1396.67,1449.33,1649.33
199,9455,SO_0068,668.0,896.67,774.67,356.0,532.0,372.0
200,7119,SO_0068,2161.33,1994.67,2105.33,3985.33,4650.67,3985.33
201,1047,SO_0069,398.67,204.0,642.67,279.33,406.67,412.0
202,4177,SO_0069,10482.67,6960.0,12516.0,4353.33,6705.33,6401.33
203,8403,SO_0069,3896.0,5056.67,3709.33,5058.67,5878.0,8516.0
204,7986,SO_0070,4548.0,4889.33,7457.33,2258.67,4161.33,5340.0
205,11973,SO_0070,150.67,145.33,56.67,36.67,42.0,22.0
206,5949,SO_0070,9259.33,13305.33,12930.0,8640.0,5653.33,6546.67
207,1476,SO_0071,308.0,160.0,493.33,676.67,1657.33,1132.0
208,12060,SO_0071,5312.67,4398.67,4820.0,6129.33,2189.33,5372.0
209,4561,SO_0071,2305.33,2427.33,1942.67,1270.67,1726.67,1521.33
210,904,SO_0072,10879.33,17274.67,14738.0,17149.33,14262.67,16470.67
211,8632,SO_0072,322.67,54.0,378.67,1601.33,849.33,749.33
212,11319,SO_0072,1328.0,1364.0,1061.33,1562.67,1664.0,1044.0
213,6764,SO_0073,9675.33,12953.33,9154.0,6854.67,9072.67,8470.0
214,9818,SO_0073,40724.0,35332.0,47604.0,26134.67,28836.0,33042.67
215,1340,SO_0073,1241.33,990.67,1108.0,786.67,729.33,904.0
216,2539,SO_0074,1138.67,914.67,1493.33,766.67,662.67,552.0
217,9456,SO_0074,51.33,54.0,10.0,10.0,10.0,43.33
218,8281,SO_0074,56086.0,54197.33,52390.67,58026.0,54938.67,42364.0
219,12200,SO_0075,5964.67,4613.33,4752.0,1592.0,2828.67,1718.67
220,1716,SO_0075,150.67,266.0,218.67,366.67,245.33,232.0
221,7281,SO_0075,178.67,365.33,107.33,244.0,281.33,276.0
222,6328,SO_0076,245.33,54.0,164.0,642.67,461.33,232.0
223,11044,SO_0076,6581.33,8477.33,8266.0,2805.33,3930.67,3953.33
224,2801,SO_0076,414.67,281.33,280.0,1036.0,588.0,592.0
225,2428,SO_0077,2920.0,4546.67,4128.0,14814.0,5343.33,4954.67
226,11320,SO_0077,1270.67,1328.0,558.67,1244.0,461.33,721.33
227,6841,SO_0077,44578.67,54288.0,46609.33,58198.67,44354.67,52701.33
228,7742,SO_0078,1308.67,1224.0,1508.0,2444.0,2229.33,1929.33
229,1654,SO_0078,21093.33,18252.0,24425.33,21009.33,26874.67,21908.67
230,4623,SO_0078,12411.33,8921.33,9670.67,12442.67,7962.67,7822.67
231,2903,SO_0079,35712.0,33965.33,36053.33,29698.67,29698.67,26138.0
232,12477,SO_0079,30834.0,20144.0,20876.0,30449.33,24484.0,17758.67
233,6537,SO_0079,2678.67,2085.33,3389.33,1460.0,1537.33,2172.0
234,9819,SO_0080,232.0,204.0,104.67,260.0,135.0,118.0
235,976,SO_0080,1392.0,954.67,1681.33,1338.67,1965.33,1686.67
236,6727,SO_0080,1001.33,1065.33,442.67,605.33,578.67,356.0
237,13405,SO_0081,12110.67,7628.67,6821.33,17098.67,16115.33,22656.0
238,3772,SO_0081,1138.67,2376.0,1178.67,1226.67,897.33,721.33
239,7167,SO_0081,15190.67,13528.0,19602.67,14950.67,17474.0,19166.0
240,5371,SO_0082,1698.67,990.67,1328.0,2350.67,1997.33,1812.0
241,7927,SO_0082,245.33,281.33,186.67,119.33,63.33,10.0
242,0,SO_0082,716.0,189.33,516.0,260.0,372.0,296.0
243,9820,SO_0083,10120.0,10093.33,10790.67,13586.67,13863.33,10314.67
244,4929,SO_0083,356.0,818.67,349.33,848.0,525.33,569.33
245,474,SO_0083,1124.0,1138.67,620.0,500.0,497.33,400.67
246,8424,SO_0084,3380.0,2458.67,3009.33,980.0,1630.67,1553.33
247,11321,SO_0084,916.67,1328.0,714.0,934.67,652.0,634.67
248,1655,SO_0084,1241.33,1241.33,642.67,809.33,812.0,846.67
249,3233,SO_0085,2357.33,1888.67,2420.0,1049.33,1997.33,1592.0
250,5950,SO_0085,2850.67,2390.0,1836.0,2040.0,1879.33,1608.0
251,10935,SO_0085,51.33,54.0,38.0,79.33,10.0,8.0
252,11322,SO_0086,25974.67,27790.0,27752.0,7046.67,16596.0,19057.33
253,10056,SO_0087,561.33,711.33,432.0,301.33,560.0,225.33
254,5734,SO_0087,15409.33,17065.33,13696.0,13234.67,13229.33,13234.67
255,718,SO_0087,64002.67,64400.0,56603.33,63354.0,64319.33,56277.33
256,1186,SO_0088,4686.0,5469.33,4893.33,8020.0,6746.0,5890.67
257,10057,SO_0088,150.67,266.0,152.0,71.33,10.0,122.0
258,4039,SO_0088,5677.33,9456.67,5426.0,6764.67,5786.0,5672.0
259,4094,SO_0089,1596.0,2028.0,1224.0,1356.0,1328.0,1224.0
260,346,SO_0089,1541.33,2205.33,1390.67,2453.33,1412.67,2513.33
261,10419,SO_0089,8450.67,4889.33,8408.0,12394.67,6621.33,5974.0
262,12201,SO_0090,3300.0,3225.33,1978.67,1128.0,2149.33,870.67
263,8798,SO_0090,2357.33,2766.67,3017.33,4586.67,1879.33,3559.33
264,1538,SO_0090,7042.67,6362.0,9132.0,9470.67,6581.33,9134.0
265,6765,SO_0091,5204.0,4871.33,4489.33,1008.0,1074.67,1065.33
266,1403,SO_0091,1437.33,1154.67,1584.67,1112.0,1172.0,1190.67
267,11234,SO_0091,280.0,608.0,290.67,266.67,274.67,173.33
268,11648,SO_0092,1826.0,1430.67,4263.33,4702.67,3518.67,2597.33
269,2115,SO_0092,2024.0,2595.33,2293.33,1838.67,2258.67,1454.67
270,4969,SO_0092,429.33,557.33,404.0,1942.67,597.33,558.67
271,10420,SO_0093,322.67,396.0,345.33,396.0,300.0,173.33
272,9250,SO_0093,29578.67,31905.33,36034.67,24000.0,35850.67,28483.33
273,2171,SO_0093,477.33,248.0,252.0,328.0,312.0,516.0
274,2172,SO_0094,668.0,778.67,828.67,797.33,349.33,442.67
275,11401,SO_0094,51.33,54.0,10.0,10.0,10.0,10.0
276,114,SO_0095,1080.0,19818.67,1794.67,750.67,838.0,1166.67
277,9457,SO_0095,43484.0,50800.0,46024.0,30421.33,36116.0,39953.33
278,3466,SO_0095,1506.0,1908.0,1537.33,2721.33,1974.67,2737.33
279,8018,SO_0096,22226.0,20144.0,26348.0,13676.0,20586.67,20791.33
280,4562,SO_0096,1648.0,1224.0,818.67,934.67,828.0,604.0
281,11402,SO_0096,1698.67,1258.67,1296.0,104.67,22.0,10.0
282,9458,SO_0097,3380.0,3755.33,3192.0,5817.33,3100.0,2816.0
283,9436,SO_0097,39309.33,42405.33,44773.33,34096.0,31234.67,41105.33
284,5026,SO_0097,1810.67,1942.67,710.67,8298.0,8548.67,19001.33
285,6274,SO_0098,62198.67,63764.0,54740.0,58941.33,57728.0,63630.0
286,11579,SO_0098,2920.0,1712.0,3256.0,1036.0,2337.33,2398.67
287,1048,SO_0098,5034.67,3823.33,7069.33,3292.0,5126.67,3338.67
288,780,SO_0099,7465.33,9896.0,6956.67,7850.67,7462.0,7138.67
289,10797,SO_0100,3178.67,3042.67,2653.33,8270.67,2834.67,2237.33
290,541,SO_0100,27812.67,25453.33,20470.67,21312.0,21166.67,23373.33
291,10936,SO_0101,561.33,649.33,890.67,1192.67,1486.67,957.33
292,1049,SO_0101,11232.0,10257.33,13660.0,13683.33,12754.67,10830.0
293,3926,SO_0101,9808.67,9277.33,8122.67,7964.0,8836.0,5206.67
294,279,SO_0102,588.0,577.33,413.33,388.0,525.33,445.33
295,6370,SO_0102,50086.67,59870.67,60389.33,56515.33,55350.67,62094.67
296,9459,SO_0102,2045.33,2125.33,3053.33,2160.0,2937.33,2682.67
297,4762,SO_0103,1044.0,649.33,634.67,1226.67,1981.33,2325.33
298,10562,SO_0103,59821.33,63873.33,54740.0,57728.0,58326.67,63630.0
299,8337,SO_0103,30686.67,29172.67,29634.67,16560.67,20192.67,18134.67
300,719,SO_0104,2560.0,3225.33,4710.67,6604.67,3916.67,2350.67
301,7635,SO_0104,5204.0,4278.67,6125.33,11947.33,10973.33,11218.67
302,4510,SO_0104,3409.33,3396.67,2361.33,2205.33,1942.67,2014.67
303,10685,SO_0105,51.33,970.67,296.0,43.33,10.0,10.0
304,9326,SO_0105,4252.0,3861.33,990.67,1993.33,1245.33,1000.0
305,4040,SO_0105,356.0,333.33,381.33,766.67,713.33,742.67
306,2689,SO_0106,2338.0,1994.67,2484.0,1704.67,2076.0,2546.67
307,8756,SO_0106,866.67,694.67,366.67,482.67,423.33,412.0
308,10798,SO_0106,761.33,1224.0,1493.33,119.33,969.33,1254.67
309,781,SO_0107,3069.33,2310.0,2730.0,1760.67,2380.0,1750.67
310,3773,SO_0107,4902.67,3225.33,3118.67,6764.67,3952.67,3832.0
311,9460,SO_0107,545.33,649.33,662.67,244.0,532.0,422.67
312,8135,SO_0108,1961.33,1816.0,1713.33,1182.67,1142.67,1178.67
313,1539,SO_0108,3789.33,3548.0,3717.33,2682.67,2572.67,3236.67
314,10799,SO_0108,15984.0,14918.67,15604.0,10536.0,15757.33,19038.67
315,6486,SO_0109,2148.0,2205.33,1858.67,676.67,1201.33,456.0
316,9461,SO_0109,1061.33,444.0,1121.33,1712.0,1440.0,924.0
317,1341,SO_0109,12540.0,18440.67,10705.33,13706.67,10825.33,12634.67
318,5268,SO_0110,3198.67,4122.67,2195.33,3570.67,2398.67,2466.67
319,1851,SO_0110,34661.33,26672.0,27737.33,21157.33,24381.33,16852.67
320,12284,SO_0110,3396.67,3242.67,1430.67,912.0,1240.67,1148.67
321,12285,SO_0111,1225.33,1609.33,372.0,456.0,338.67,406.67
322,1852,SO_0111,588.0,1100.0,714.0,1374.67,1289.33,1630.67
323,4880,SO_0111,1080.0,798.0,1656.67,1128.0,1142.67,1324.0
324,5903,SO_0112,6114.67,6080.0,5378.67,1173.33,2654.0,1822.67
325,12353,SO_0112,716.0,818.67,228.67,71.33,144.0,149.33
326,8136,SO_0112,356.0,608.0,206.67,642.67,321.33,284.0
327,7570,SO_0113,51.33,176.0,86.0,320.0,63.33,192.0
328,11494,SO_0113,5228.0,7997.33,7318.67,8443.33,3658.67,4402.67
329,5329,SO_0113,7961.33,11398.67,7647.33,18409.33,10244.0,13853.33
330,222,SO_0114,5473.33,4798.67,7716.0,5077.33,5838.67,5258.67
331,9821,SO_0114,51.33,54.0,10.0,10.0,10.0,13.33
332,3624,SO_0114,51.33,54.0,10.0,934.67,444.0,1270.0
333,7040,SO_0115,51.33,54.0,10.0,104.67,10.0,10.0
334,8942,SO_0115,6729.33,6632.0,10822.0,12833.33,8815.33,10714.67
335,159,SO_0115,232.0,520.0,173.33,334.67,119.33,212.0
336,8943,SO_0116,5693.33,7301.33,4720.0,7310.67,3964.0,4789.33
337,1,SO_0116,150.67,54.0,79.33,112.67,70.0,13.33
338,3134,SO_0116,4613.33,5623.33,6729.33,5744.0,5196.0,5681.33
339,12202,SO_0117,513.33,444.0,317.33,842.67,998.67,834.67
340,3135,SO_0118,164.0,54.0,576.0,312.0,264.67,427.33
341,6842,SO_0118,3178.67,2028.0,1758.0,2388.0,2460.0,2344.67
342,11140,SO_0118,1378.67,1273.33,949.33,809.33,828.0,1040.0
343,1540,SO_0119,788.0,608.0,613.33,1445.33,2246.67,2064.0
344,10248,SO_0119,2956.0,3661.33,2878.0,2286.67,2843.33,2398.67
345,5074,SO_0119,8360.0,10227.33,8266.0,6793.33,5598.67,4733.33
346,12286,SO_0120,8976.67,10577.33,8773.33,3886.67,5496.0,3380.0
347,7168,SO_0120,1664.0,678.67,1576.0,605.33,749.33,482.67
348,3774,SO_0120,2318.67,2525.33,2309.33,3886.67,2560.0,3430.67
349,160,SO_0121,13776.67,13732.0,11020.67,6453.33,10838.67,12002.67
350,7473,SO_0121,51.33,54.0,10.0,99.33,10.0,166.67
351,4705,SO_0121,4236.0,3973.33,4413.33,2730.0,3330.67,2786.67
352,280,SO_0122,604.0,378.67,634.67,721.33,669.33,492.0
353,6966,SO_0122,51.33,54.0,10.0,10.0,10.0,10.0
354,4095,SO_0122,3249.33,3436.0,4683.33,3310.67,5636.0,4878.67
