,GENE,GSM1089009,GSM1089010,GSM1089011,GSM1089012,GSM1089013,GSM1089014,GSM1089015,GSM1089016
31,SO_0010,5.944819434,5.861210212,5.716117298,6.494901799,5.848747316,6.012719574,5.663726699,5.588900729
32,SO_0010,5.324452914,5.517874474,5.050255302,5.449374493,5.302930035,5.360015296,4.873986084,4.338860531
33,SO_0010,5.292614833,5.167773438,5.177754123,5.324452914,5.238725477,5.197546718,4.951770534,4.728591072
34,SO_0010,5.335660615,5.335660615,4.683726697,5.306352111,5.328946448,5.243493663,5.231543519,4.795021245
35,SO_0011,5.378557198,5.322200888,5.294913482,5.044825233,5.348995927,5.455552103,5.442133689,4.728591072
36,SO_0011,6.927066566,6.280254264,5.535477975,6.325363985,7.01683548,7.240217841,7.050555311,6.477805825
37,SO_0011,5.324452914,5.292614833,4.867823032,5.1141313,5.533532604,5.509991559,5.292614833,4.658956277
38,SO_0012,6.459480657,6.446098902,5.945551155,6.312943439,6.361451325,6.379432291,6.167492869,5.357818145
39,SO_0012,5.583269589,5.691901456,6.250364988,5.618567808,5.46986448,5.455552103,5.368770589,6.242050105
40,SO_0012,5.624063102,5.802650308,6.550789911,5.375302366,5.71440101,5.636796392,5.515915505,5.588900729
41,SO_0013,7.024474173,6.893331771,6.966533812,7.107896165,6.836871159,6.663596067,6.887250984,6.051298249
42,SO_0013,6.795261129,6.787936016,6.043117099,6.65198688,6.787119925,6.710842458,6.668036382,5.294913482
43,SO_0013,8.245860988,8.558429746,8.967593329,8.180542544,8.236324519,7.896346697,7.895589583,8.587551993
44,SO_0014,4.951770534,4.71492252,4.683726697,4.980615778,4.849205999,4.913388256,4.861633539,5.22432563
45,SO_0014,5.236335461,5.26241036,5.003258733,5.01306525,5.15010679,5.328946448,5.556696349,5.22432563
46,SO_0014,5.35341378,5.568144865,6.063483638,6.113822177,5.445241342,6.503871666,5.250616523,5.090507979
47,SO_0014,5.324452914,5.388277865,5.658380703,5.88733686,5.292614833,5.003258733,5.335660615,5.480001367
48,SO_0015,5.35341378,4.619151138,6.227685513,4.980615778,4.870907849,4.778689401,5.212214981,5.799415865
49,SO_0015,5.753361495,5.592642648,5.820311276,5.964442822,5.83143854,5.328946448,6.404130145,5.894933397
50,SO_0015,5.753361495,5.681397503,5.003258733,5.618567808,5.746659741,5.230343043,6.245619496,4.948854034
51,SO_0015,5.819513177,5.691901456,5.090507979,5.854992222,5.821906149,5.6619469,6.312943439,4.658956277
52,SO_0016,5.665504304,5.494074406,5.409634971,5.807488416,5.848747316,5.779855431,5.888098316,5.975949112
53,SO_0016,6.840809636,6.459480657,5.690156099,6.954224913,6.545973039,6.147283101,6.292384573,5.420202431
54,SO_0016,5.209780604,5.202452729,5.003258733,5.494074406,5.212214981,5.426505952,5.585149079,5.894933397
55,SO_0017,5.003258733,4.895322971,4.597012778,5.01306525,5.044825233,4.823960594,4.532292908,4.658956277
56,SO_0017,4.468614403,4.291375053,5.003258733,4.65180019,4.748854111,4.371830196,4.406257294,5.022805558
57,SO_0017,4.282135694,4.443969737,4.775400729,4.367468465,4.427364373,4.094606054,3.777858575,5.022805558
58,SO_0017,4.655382671,4.940068991,3.829511864,4.795021245,4.492789854,4.49678919,4.105123284,4.099874253
59,SO_0018,4.604445137,4.536184368,5.136072473,4.673162837,4.543935939,4.371830196,4.728591072,6.273859353
60,SO_0018,4.633753121,4.951770534,4.867823032,4.758843969,4.427364373,4.49678919,4.922336771,5.648527962
61,SO_0018,4.951770534,4.940068991,4.220677641,5.294913482,4.913388256,5.085205403,4.781970594,4.27749373
62,SO_0019,5.605663461,5.436939345,6.128073545,5.746659741,5.586087906,5.636796392,5.585149079,5.090507979
63,SO_0019,5.506028704,5.71440101,5.993038289,5.896447917,5.539360865,5.360015296,5.515915505,5.697124892
64,SO_0019,5.292614833,5.322200888,5.624976953,5.672585408,5.061099638,5.044825233,5.267101031,5.938217192
65,SO_0020,6.184947004,6.273859353,4.551646084,6.325363985,6.023848658,5.970207438,5.875098582,4.338860531
66,SO_0020,6.452290524,6.365284494,5.690156099,7.663130117,6.105991619,5.970207438,6.070209089,5.152643881
67,SO_0020,7.024474173,7.053273482,7.002842473,6.932982039,7.011254553,6.924099644,6.124200749,5.894933397
68,SO_0021,5.658380703,5.620401899,5.768321493,5.763356114,5.360015296,5.539360865,5.017247723,5.22432563
69,SO_0021,5.83143854,5.609362211,6.273859353,5.915993337,5.688408629,5.426505952,5.267101031,6.130649646
70,SO_0022,6.258630464,6.133221154,6.082233532,6.191130569,6.414736796,6.239665595,6.550308947,5.697124892
71,SO_0022,6.766562991,6.965812659,7.434126686,6.742344376,7.050555311,7.081509216,6.821009047,7.29894354
72,SO_0022,6.727956054,6.694829927,6.659142044,6.612908727,6.771523435,6.61566979,6.985869815,6.797289334
73,SO_0023,5.324452914,5.436939345,4.683726697,5.197546718,5.388277865,5.294913482,5.383965652,4.795021245
74,SO_0023,5.494074406,5.691901456,5.177754123,5.564338779,5.515915505,5.360015296,5.949202198,5.022805558
75,SO_0023,5.624063102,5.405386217,5.136072473,5.324452914,5.348995927,4.95468115,6.245619496,5.648527962
76,SO_0024,4.873986084,4.969146795,4.341086721,4.922336771,5.044825233,4.95468115,4.951770534,4.658956277
77,SO_0024,5.22432563,5.281066327,4.95468115,4.980615778,5.180243098,5.197546718,5.042091083,5.588900729
78,SO_0024,4.867823032,4.536184368,4.130984597,4.711485051,4.464536084,4.615477433,4.644608431,5.090507979
79,SO_0025,4.951770534,4.563134588,4.551646084,4.830313481,4.870907849,4.870907849,4.991994305,5.090507979
80,SO_0025,5.14756523,5.06649139,4.254057194,5.01306525,5.077214818,5.044825233,5.127090126,4.166567028
81,SO_0025,4.694213767,4.484813362,4.683726697,4.585791951,4.492789854,4.555485759,4.615477433,4.589541932
82,SO_0026,7.476512239,7.761774672,8.092439292,7.676855255,7.629829149,7.296938036,7.024474173,7.431517397
83,SO_0026,8.759896038,9.165384044,7.883039494,8.893877463,8.891790872,8.760415944,8.14673978,7.29894354
84,SO_0026,8.341946221,8.565825093,6.720280048,8.808971767,8.282665025,8.293626188,7.457400307,5.648527962
85,SO_0027,11.9901713,11.72043233,12.71860027,11.77004538,11.81082359,11.817859,11.64993082,11.32832563
86,SO_0027,11.2281061,11.17094365,10.3716431,11.03656162,11.2755803,11.23537995,10.95142305,9.535644481
87,SO_0027,11.20606189,11.26018587,12.55002583,10.96194873,11.27895893,11.29124402,10.99152352,11.36714298
88,SO_0028,4.983468834,4.913388256,5.003258733,4.332161275,4.694213767,4.913388256,4.728591072,6.559897896
89,SO_0028,5.014460755,4.536184368,4.95468115,4.630116457,4.870907849,4.913388256,5.14756523,4.870907849
90,SO_0028,6.827771852,6.194828026,6.74906616,5.907005266,6.188660322,6.645696869,6.518698614,7.009156127
91,SO_0029,5.447309397,5.494074406,5.375302366,5.509991559,5.566243077,5.57004415,5.302930035,4.795021245
92,SO_0029,5.389353907,5.494074406,5.847181857,5.14756523,5.515915505,5.844830478,5.504043187,6.168746777
93,SO_0029,6.219238498,6.346571409,6.798099819,6.167492869,6.283730487,6.012719574,6.411562662,6.500887902
94,SO_0029,5.292614833,5.405386217,5.257704388,5.294913482,5.457605442,5.390429148,5.457605442,5.799415865
95,SO_0030,6.191130569,6.146010391,6.86499092,6.167492869,6.196058409,6.090196445,6.411562662,6.767390917
96,SO_0030,4.839790665,4.855417377,4.300555618,4.781970594,4.543935939,4.889279504,4.468614403,4.166567028
97,SO_0030,6.385916083,6.10337107,8.27613539,5.955752477,6.023848658,6.293532952,6.887250984,9.056728772
98,SO_0031,5.518858101,5.583269589,5.050255302,5.449374493,5.328946448,5.348995927,5.538391121,5.090507979
99,SO_0031,5.988784935,5.851092325,5.690156099,5.786405087,5.734856235,5.907756414,6.365284494,6.527521482
100,SO_0031,5.447309397,5.535477975,6.043117099,5.439019327,5.46986448,5.71440101,5.636796392,4.658956277
101,SO_0031,6.033513417,5.985942383,5.945551155,5.734856235,5.907005266,5.877401181,6.444546836,6.767390917
102,SO_0032,7.316303053,7.303231683,6.018990244,7.467370103,6.947665671,6.932982039,6.49839671,5.090507979
103,SO_0032,6.880762103,6.975159648,5.409634971,6.941810211,6.540171483,6.611065078,6.147283101,4.528390923
104,SO_0032,7.208257701,7.294068186,4.867823032,7.252983609,7.070817847,6.74402776,6.534347148,5.090507979
105,SO_0032,6.292384573,6.396658065,6.128073545,6.858012151,6.398262486,6.346571409,5.504043187,5.894933397
106,SO_0033,8.004233729,7.902012423,7.146593157,7.710392235,7.947285449,7.945457651,8.625032482,7.441926348
107,SO_0033,8.84823909,8.665455344,8.88779898,8.364692186,8.537955522,8.665788413,9.331622059,8.793814164
108,SO_0033,7.769440251,7.429426563,8.206110145,7.100687716,7.476512239,7.708238018,8.194306793,8.194306793
109,SO_0034,4.249323851,4.249323851,4.043688429,4.210972678,4.600733744,4.721772983,4.181552028,4.658956277
110,SO_0034,7.806967536,7.992951703,6.787119925,8.845693458,8.061046352,7.927791947,7.317151435,5.975949112
111,SO_0034,9.040981063,9.439186482,9.076905389,9.669885769,9.597475047,9.456230903,9.429019307,8.552678166
112,SO_0034,9.384384143,9.429019307,8.886465891,10.24139018,9.650382873,9.6088367,9.530289005,8.241249632
113,SO_0035,8.060033114,7.9894079,7.917386166,8.824568541,8.23363099,8.132833138,7.871919775,7.722396764
114,SO_0035,9.961272219,9.983620498,7.065442269,10.49741763,9.978445717,9.903132233,9.572053304,6.59062843
115,SO_0035,11.17562899,11.00452938,10.79614295,11.71411235,11.24930007,11.02527099,10.79192788,10.30192752
116,SO_0035,10.30071274,10.38674075,7.329257055,10.82694752,10.51527097,10.36850904,10.05138211,6.821009047
117,SO_0036,7.072158617,7.113767314,6.69265233,7.581218381,7.326450842,7.203983115,7.581453785,6.500887902
118,SO_0036,6.754921861,6.866537184,6.86499092,7.357022973,6.995088072,6.869624749,7.294068186,6.452290524
119,SO_0036,6.715139927,6.776466882,6.878081638,7.150406385,6.962563002,6.826977871,7.097399204,6.658249586
120,SO_0037,5.160228492,6.801741374,4.597012778,5.281066327,5.003258733,4.870907849,5.14756523,4.658956277
121,SO_0037,5.101055016,5.281066327,6.336564637,5.360015296,5.15010679,5.103679772,5.383965652,5.894933397
122,SO_0037,4.969146795,4.913388256,4.775400729,5.180243098,4.913388256,4.823960594,5.061099638,5.090507979
123,SO_0037,5.085205403,4.951770534,5.894933397,5.162747861,5.180243098,5.142468637,4.951770534,6.452290524
124,SO_0037,5.014460755,4.785244341,5.847181857,4.913388256,5.085205403,4.721772983,5.14756523,6.051298249
125,SO_0038,5.535477975,4.951770534,4.775400729,5.077214818,5.388277865,5.46986448,5.504043187,7.441926348
126,SO_0038,5.085205403,6.204641834,5.564338779,5.01306525,5.197546718,4.889279504,5.324452914,6.333772616
127,SO_0039,5.378557198,5.212214981,4.775400729,5.061099638,5.360015296,5.197546718,5.484036263,4.589541932
128,SO_0039,5.83143854,5.388277865,4.504754756,5.548054645,5.418095122,5.624063102,5.585149079,4.870907849
129,SO_0039,4.676692725,4.873986084,5.443170317,4.65180019,4.811170273,6.023848658,4.951770534,4.528390923
130,SO_0040,4.410503487,4.384836821,4.640999062,4.210972678,4.22550575,4.249323851,4.263477545,3.744794633
131,SO_0040,4.007705114,4.536184368,4.300555618,3.524259028,3.676120192,4.007705114,4.300555618,4.406257294
132,SO_0040,4.105123284,4.210972678,4.640999062,4.024424388,4.268164753,4.171579342,4.332161275,3.432157758
133,SO_0040,4.007705114,4.291375053,4.130984597,4.249323851,4.156489854,3.962276622,3.835840407,4.27749373
134,SO_0041,4.873986084,4.913388256,6.550789911,6.227685513,4.951770534,5.085205403,5.167773438,4.099874253
135,SO_0041,5.807488416,5.774923602,5.136072473,6.10337107,5.897960848,5.71440101,5.702329485,4.528390923
136,SO_0041,6.211958626,6.355407123,5.564338779,6.577471163,6.287775521,6.06752267,6.355407123,5.294913482
137,SO_0042,6.639831914,6.876931341,6.625291637,7.145319837,6.522626158,6.581242232,6.568948741,6.273859353
138,SO_0042,6.411562662,6.59062843,5.971645,6.826580717,6.287775521,6.386993887,6.411562662,5.748338101
139,SO_0043,15.28365866,15.1687339,13.61939637,15.1687339,15.00898725,15.28365866,14.78854705,13.242793
140,SO_0043,9.202971336,9.358656388,9.545451739,10.30406876,9.314588592,9.321933415,9.836892382,9.023241101
141,SO_0043,14.78854705,15.00898725,13.69973265,15.00898725,14.83040267,15.04001524,14.72397764,13.40043784
142,SO_0043.1,4.314217848,4.130984597,4.504754756,3.524259028,4.371830196,3.92134218,3.891274444,4.035463889
143,SO_0043.1,3.777858575,4.040952122,4.597012778,4.367468465,4.156489854,4.640999062,3.777858575,3.626100797
144,SO_0043.1,3.860719351,3.697128326,4.254057194,3.933195979,4.22550575,4.094606054,4.22550575,4.406257294
145,SO_0044,9.590591466,9.661670979,9.43000004,9.935905159,9.577669308,9.803680892,9.74567829,9.023241101
146,SO_0044,9.373142171,9.373753927,9.224761085,9.600265776,9.288583182,9.365780797,9.397813357,8.328965951
147,SO_0044,9.565463631,9.674858474,9.44022523,9.872005099,9.546054946,9.654416494,9.765549018,8.973076279
148,SO_0045,8.005988603,8.060877529,9.567722945,8.133314916,7.87268941,8.046454828,8.031714215,9.042948269
149,SO_0045,8.139083732,8.034983848,9.406874338,8.116356232,7.912903466,7.891038536,7.859161162,8.920359884
150,SO_0045,6.786711644,7.349302234,4.683726697,7.542566552,6.611987197,6.814614964,6.746549159,5.090507979
151,SO_0046,4.951770534,4.913388256,4.597012778,4.758843969,4.748854111,4.778689401,4.728591072,4.468614403
152,SO_0046,4.839790665,4.830313481,5.294913482,4.551646084,5.077214818,4.913388256,4.969146795,5.847181857
153,SO_0046,4.655382671,5.011668393,4.597012778,4.551646084,4.951770534,4.983468834,4.755509693,5.090507979
154,SO_0047,6.198516032,6.365284494,7.652413796,6.510809875,6.425267089,5.877401181,5.585149079,6.130649646
155,SO_0047,6.57652671,6.577471163,7.434126686,6.693523763,6.522626158,6.275024175,5.716117298,6.716855336
156,SO_0048,4.589541932,4.589541932,4.504754756,4.42316759,4.633753121,4.49678919,4.589541932,4.795021245
157,SO_0048,4.156489854,4.130984597,4.775400729,4.249323851,4.427364373,4.272836782,4.156489854,4.166567028
158,SO_0048,5.88733686,5.970207438,6.043117099,6.10337107,6.092841013,6.257452326,5.988784935,5.799415865
159,SO_0049,6.681275531,6.821009047,6.209523816,6.941810211,6.735591128,6.611065078,6.325363985,5.480001367
160,SO_0049,7.334573868,7.107896165,7.474739132,7.527495488,7.173701119,7.100687716,6.657803151,6.477805825
161,SO_0049,6.887250984,7.218586381,6.324239123,7.367981432,6.900142161,6.808192416,6.710842458,5.480001367
162,SO_0049,7.133809108,7.276728177,7.132203132,7.145319837,7.200922084,7.076173401,6.769871848,6.242050105
163,SO_0050,4.901369902,4.913388256,5.894933397,5.162747861,4.870907849,6.159946452,5.383965652,5.022805558
164,SO_0050,4.718351818,4.640999062,4.427364373,4.758843969,4.492789854,4.427364373,4.468614403,4.406257294
165,SO_0050,4.781970594,4.738758166,4.683726697,5.212214981,4.492789854,4.272836782,4.781970594,4.220677641
166,SO_0051,5.712682678,5.794550563,5.993038289,6.909172812,5.746659741,5.701463355,5.422306666,5.894933397
167,SO_0051,5.535477975,5.802650308,6.128073545,6.883819325,5.644027102,5.585149079,5.404322071,5.648527962
168,SO_0051,5.506028704,5.736548374,5.409634971,6.717712277,5.539360865,5.598237393,5.192623968,5.152643881
169,SO_0051,5.420202431,5.748338101,5.945551155,6.794449048,5.586087906,5.57004415,5.250616523,5.152643881
170,SO_0052,6.961116357,6.808192416,7.979081368,8.547867605,6.836871159,6.611065078,6.581242232,6.915909005
171,SO_0052,8.543282666,8.913550999,10.68726838,10.54647476,8.625717464,8.302935247,9.032052232,10.41349821
172,SO_0052,6.955678482,6.924841947,7.936651838,8.338189772,7.061734906,6.693523763,6.769871848,6.59062843
173,SO_0052,6.897875601,7.014745161,8.078330221,8.360583141,7.107569288,6.808192416,6.843952695,7.349302234
174,SO_0052,8.677397634,8.820585414,11.23245982,10.49548268,8.677397634,8.325597159,9.027221412,10.35672965
175,SO_0053,5.306352111,5.167773438,5.294913482,5.548054645,5.212214981,5.230343043,5.267101031,4.099874253
176,SO_0053,4.916377266,4.951770534,4.427364373,4.991994305,5.061099638,4.870907849,5.085205403,4.406257294
177,SO_0053,5.535477975,5.119328807,5.504043187,5.439019327,5.328946448,5.409634971,5.598237393,6.130649646
178,SO_0054,4.427364373,3.956480165,4.427364373,4.171579342,4.22550575,4.249323851,4.367468465,4.468614403
179,SO_0054,4.282135694,4.210972678,3.933195979,4.024424388,4.492789854,4.640999062,4.406257294,4.528390923
180,SO_0054,4.427364373,4.484813362,4.683726697,4.484813362,4.464536084,4.171579342,3.654801839,4.338860531
181,SO_0054,4.468614403,4.291375053,4.504754756,4.099874253,4.427364373,4.249323851,4.105123284,4.166567028
182,SO_0055,4.951770534,5.436939345,5.294913482,5.14756523,4.889279504,4.95468115,5.250616523,4.406257294
183,SO_0055,5.88733686,5.924925758,4.95468115,5.847181857,6.092841013,5.897960848,6.325363985,5.22432563
184,SO_0055,5.961551853,5.874330232,6.86499092,5.936745915,5.734856235,5.820311276,5.834596652,6.797289334
185,SO_0055,6.005720046,5.840902978,6.043117099,5.942622042,6.014115413,5.907756414,6.159946452,5.480001367
186,SO_0056,7.512265327,7.526028611,7.804549636,7.538692292,7.312053643,7.28050291,7.430733689,6.821009047
187,SO_0056,7.128663649,7.318281835,7.621611341,7.536751253,7.070817847,7.1507237,6.824991006,6.716855336
188,SO_0056,7.704352303,7.682572323,7.536751253,7.75844717,7.546430433,7.460475283,7.703487388,6.716855336
189,SO_0057,4.765489492,4.673162837,4.504754756,4.024424388,5.025576467,4.555485759,4.697692584,4.870907849
190,SO_0057,4.4887794,4.210972678,4.95468115,4.099874253,4.3366309,4.95468115,4.263477545,4.27749373
191,SO_0057,4.536184368,4.363093507,3.829511864,4.171579342,4.492789854,4.094606054,4.181552028,4.220677641
192,SO_0057,4.633753121,4.536184368,4.820773628,4.585791951,5.061099638,5.243493663,5.042091083,5.697124892
193,SO_0058,3.944953174,3.956480165,4.094606054,3.835840407,3.933195979,4.249323851,4.263477545,4.035463889
194,SO_0058,3.448469261,3.854499241,4.007705114,3.933195979,3.835840407,3.777858575,4.024424388,4.795021245
195,SO_0058,3.915378556,4.291375053,4.380514295,4.210972678,4.406257294,4.694213767,4.22550575,4.658956277
196,SO_0058,3.860719351,4.443969737,4.728591072,4.367468465,3.784417283,3.92134218,3.933195979,4.406257294
197,SO_0059,3.944953174,4.040952122,4.171579342,4.099874253,3.835840407,3.962276622,4.332161275,4.406257294
198,SO_0059,4.37617878,3.528172152,4.427364373,4.024424388,4.181552028,3.448469261,4.332161275,5.588900729
199,SO_0059,4.029954698,4.094606054,4.220677641,3.933195979,4.024424388,3.92134218,4.105123284,4.795021245
200,SO_0060,4.176574302,4.007705114,4.728591072,4.300555618,3.885184961,4.371830196,4.156489854,4.528390923
201,SO_0060,4.410503487,4.249323851,6.336564637,4.210972678,4.300555618,4.49678919,4.406257294,4.468614403
202,SO_0060,4.073450178,3.956480165,5.050255302,4.210972678,4.22550575,3.92134218,4.427364373,4.589541932
203,SO_0061,5.405386217,5.249431819,6.250364988,5.457605442,5.418095122,5.155176518,5.422306666,5.090507979
204,SO_0061,5.743297154,5.568144865,6.189278281,5.86585618,5.377473069,5.46986448,5.613051501,6.130649646
205,SO_0061,5.405386217,5.26241036,5.476967773,5.439019327,5.494074406,5.230343043,5.484036263,5.588900729
206,SO_0062,7.704352303,7.871919775,7.536751253,7.459963242,7.861876979,7.884566544,7.84039941,7.986566576
207,SO_0062,6.87001023,7.179310955,6.350996681,6.873474936,7.412060584,7.308929444,7.440888825,7.207037682
208,SO_0062,6.5915637,6.683031658,6.625291637,6.360902898,6.725401921,6.645696869,6.790789016,6.742344376
209,SO_0062,7.029314101,7.100687716,6.522626158,6.742344376,7.277309549,7.438291753,7.474739132,7.059370705
210,SO_0063,5.378557198,5.494074406,4.254057194,5.212214981,5.403257139,5.766666234,4.951770534,5.294913482
211,SO_0063,6.385916083,6.133221154,5.375302366,5.926404747,6.299269078,6.219238498,5.783133976,6.015509904
212,SO_0063,6.014115413,6.113822177,6.382677829,5.763356114,6.066177582,6.0994313,6.124200749,6.633034402
213,SO_0065,5.688408629,5.620401899,7.413383532,5.264757602,5.746659741,5.753361495,6.11251959,7.481314002
214,SO_0065,5.71954376,5.840902978,5.335660615,5.539360865,6.005720046,5.932323059,6.227685513,5.152643881
215,SO_0065,5.624063102,5.654805669,7.487859045,5.457605442,5.609362211,5.701463355,5.794550563,7.268564306
216,SO_0065,5.42860102,5.517874474,7.49961563,5.424407837,5.539360865,5.494074406,5.636796392,7.614727231
217,SO_0066,6.113822177,6.033513417,4.820773628,5.847181857,6.238471861,6.06752267,5.702329485,5.022805558
218,SO_0066,6.405194432,6.546937701,4.254057194,5.564338779,6.832130952,7.033449798,6.20708489,5.022805558
219,SO_0066,6.492900898,6.286620954,5.564338779,6.186185839,6.617048342,7.529936978,6.11251959,5.697124892
220,SO_0067,4.4887794,4.130984597,5.136072473,4.443969737,4.492789854,3.854499241,4.644608431,4.658956277
221,SO_0067,4.37617878,4.171579342,4.171579342,3.933195979,4.068084418,4.49678919,4.332161275,4.406257294
222,SO_0067,4.901369902,5.06649139,5.624976953,5.348995927,4.983468834,5.085205403,5.167773438,5.22432563
223,SO_0068,6.27909366,6.227685513,4.254057194,6.066177582,6.128073545,6.023848658,5.900981958,5.588900729
224,SO_0068,5.366586742,5.482020226,4.728591072,5.197546718,5.061099638,5.281066327,4.922336771,4.589541932
225,SO_0068,5.801033993,5.736548374,4.504754756,5.86585618,5.697124892,5.701463355,5.422306666,4.795021245
226,SO_0069,4.4887794,4.42316759,4.171579342,4.484813362,4.22550575,4.640999062,4.105123284,4.166567028
227,SO_0069,4.427364373,5.167773438,4.254057194,4.585791951,4.543935939,4.555485759,4.673162837,4.27749373
228,SO_0069,4.536184368,4.443969737,4.380514295,4.758843969,4.371830196,4.427364373,4.532292908,4.728591072
229,SO_0070,3.944953174,4.363093507,4.427364373,3.69015955,4.300555618,4.206095604,3.933195979,4.948854034
230,SO_0070,4.176574302,3.697128326,4.094606054,4.024424388,4.024424388,3.654801839,4.156489854,4.406257294
231,SO_0070,4.156489854,3.697128326,4.094606054,4.210972678,3.676120192,4.171579342,3.891274444,5.090507979
232,SO_0070,4.516621244,3.956480165,3.962276622,4.300555618,4.427364373,3.816770883,4.024424388,4.27749373
233,SO_0071,5.335660615,4.210972678,4.427364373,4.024424388,4.300555618,4.427364373,4.263477545,6.868081792
234,SO_0071,4.176574302,4.291375053,4.427364373,4.367468465,4.951770534,4.094606054,4.406257294,4.166567028
235,SO_0071,4.427364373,4.589541932,4.504754756,4.099874253,4.520555148,4.694213767,4.156489854,4.220677641
236,SO_0071,4.37617878,4.094606054,4.254057194,4.42316759,4.105123284,4.673162837,4.532292908,3.927281254
237,SO_0072,4.37617878,4.694213767,4.775400729,4.024424388,4.464536084,4.95468115,4.024424388,4.406257294
238,SO_0072,4.4887794,4.363093507,4.683726697,4.630116457,4.300555618,4.341086721,4.532292908,4.528390923
239,SO_0072,4.536184368,4.640999062,5.050255302,4.42316759,4.492789854,4.721772983,4.50077747,5.294913482
240,SO_0072,4.37617878,4.363093507,4.683726697,4.443969737,4.268164753,4.040952122,4.589541932,4.658956277
241,SO_0073,4.536184368,4.171579342,4.043688429,4.099874253,4.65180019,4.371830196,4.263477545,4.468614403
242,SO_0073,4.468614403,4.443969737,4.683726697,4.600733744,4.068084418,4.300555618,4.332161275,4.406257294
243,SO_0073,4.555485759,4.210972678,4.341086721,4.389146435,4.725186055,4.206095604,4.332161275,4.406257294
244,SO_0073,4.795021245,4.536184368,4.254057194,4.332161275,4.57826262,4.272836782,4.532292908,5.090507979
245,SO_0074,4.073450178,3.697128326,3.885184961,4.099874253,4.57826262,3.854499241,3.654801839,4.728591072
246,SO_0074,4.604445137,4.210972678,4.220677641,3.933195979,4.300555618,4.249323851,4.156489854,3.535966776
