SO_0001,{'GO_0010181'}
SO_2053,"{'GO_0003700', 'GO_0006351', 'GO_0006355', 'GO_0043565'}"
SO_2054,"{'GO_0044281', 'GO_0106322', 'GO_0046294', 'GO_0016616', 'GO_0016491', 'GO_0106321', 'GO_0005829', 'GO_0004024', 'GO_0046872', 'GO_0051903', 'GO_0016020', 'GO_0008270', 'GO_0004022'}"
SO_2055,"{'GO_0008150', 'GO_0016788', 'GO_0018738', 'GO_0052689', 'GO_0046294', 'GO_0046292', 'GO_0005829'}"
SO_2057,"{'GO_0006313', 'GO_0003677', 'GO_0015074', 'GO_0004803'}"
SO_2061,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_2062,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_2063,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_2064,"{'GO_0008150', 'GO_0003674', 'GO_0016020'}"
SO_2065,"{'GO_0006865', 'GO_0015801', 'GO_0005886', 'GO_0015173', 'GO_0003333'}"
SO_2067,"{'GO_0004636', 'GO_0000105', 'GO_0004635', 'GO_0016787', 'GO_0005737', 'GO_0005524'}"
SO_2068,"{'GO_0005737', 'GO_0016829', 'GO_0000105', 'GO_0000107'}"
SO_2069,"{'GO_0016853', 'GO_0000162', 'GO_0000105', 'GO_0005737', 'GO_0003949'}"
SO_2070,"{'GO_0016829', 'GO_0000107', 'GO_0006541', 'GO_0000105', 'GO_0016763', 'GO_0016787', 'GO_0005737', 'GO_0004359'}"
SO_2071,"{'GO_0016829', 'GO_0004424', 'GO_0000105', 'GO_0004401', 'GO_0016787', 'GO_0046872', 'GO_0005737'}"
SO_2072,"{'GO_0008483', 'GO_0030170', 'GO_0004400', 'GO_0000105'}"
SO_2073,"{'GO_0051287', 'GO_0016491', 'GO_0004399', 'GO_0000105', 'GO_0046872', 'GO_0005737', 'GO_0005829', 'GO_0008270'}"
SO_2074,"{'GO_0003879', 'GO_0016757', 'GO_0000105', 'GO_0046872', 'GO_0005737', 'GO_0000287', 'GO_0005524'}"
SO_2075,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_2076,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_2078,"{'GO_0032196', 'GO_0004803', 'GO_0006313', 'GO_0003677', 'GO_0006310'}"
SO_2079,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_2081,"{'GO_0003678', 'GO_0006281', 'GO_0006139', 'GO_0032508', 'GO_0003676', 'GO_0016818', 'GO_0004386', 'GO_0016787', 'GO_0005737', 'GO_0005524'}"
SO_2082,{'GO_0003674'}
SO_2083,"{'GO_0007165', 'GO_0016020', 'GO_0006935'}"
SO_2085,"{'GO_0004826', 'GO_0000049', 'GO_0006412', 'GO_0046872', 'GO_0005737', 'GO_0006432', 'GO_0004812', 'GO_0000287', 'GO_0005524'}"
SO_2086,"{'GO_0009328', 'GO_0004826', 'GO_0000049', 'GO_0006412', 'GO_0046872', 'GO_0005737', 'GO_0006432', 'GO_0004812', 'GO_0000287', 'GO_0005524'}"
SO_2087,"{'GO_0030527', 'GO_0006355', 'GO_0003677', 'GO_0006310', 'GO_0006417', 'GO_0005829'}"
SO_2088,"{'GO_0016747', 'GO_0009103', 'GO_0009247', 'GO_0036104', 'GO_0016740', 'GO_0005886', 'GO_0009276', 'GO_0016020', 'GO_0016746'}"
SO_2089,"{'GO_0051604', 'GO_0016151', 'GO_0003674', 'GO_0046872', 'GO_0036211', 'GO_0008270'}"
SO_2090,"{'GO_0003674', 'GO_0051604'}"
SO_2091,"{'GO_0051539', 'GO_0005506', 'GO_0070025', 'GO_0003674', 'GO_0046872', 'GO_0051604'}"
SO_2092,"{'GO_0005506', 'GO_1902670', 'GO_0051604'}"
SO_2093,"{'GO_0003924', 'GO_0051604', 'GO_0016151', 'GO_0016787', 'GO_0046872', 'GO_0008270'}"
SO_2094,"{'GO_0016743', 'GO_0016874', 'GO_0003998', 'GO_0051604', 'GO_0003725', 'GO_0016787', 'GO_0046872', 'GO_0008270'}"
SO_2095,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_2096,"{'GO_0006508', 'GO_0004175', 'GO_0008233', 'GO_0016485', 'GO_0004190', 'GO_0008047'}"
SO_2097,"{'GO_0005506', 'GO_0005886', 'GO_0022904', 'GO_0020037', 'GO_0046872', 'GO_0071944', 'GO_0016020', 'GO_0009055'}"
SO_2098,"{'GO_0016151', 'GO_0005886', 'GO_0016491', 'GO_0046872', 'GO_0008901'}"
SO_2099,"{'GO_0051539', 'GO_0051538', 'GO_0044569', 'GO_0033748', 'GO_0016491', 'GO_0051536', 'GO_0009375', 'GO_0046872', 'GO_0008901', 'GO_0009061', 'GO_0016020', 'GO_0009055'}"
SO_2100,{'GO_0016491'}
SO_2101,"{'GO_0008150', 'GO_0003674'}"
SO_2102,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_2103,"{'GO_0046872', 'GO_0003674', 'GO_0016740', 'GO_0008150'}"
SO_2104,"{'GO_0000976', 'GO_0000156', 'GO_0000160', 'GO_0006355', 'GO_0003677', 'GO_0032993', 'GO_0005829'}"
SO_2105,"{'GO_0007165', 'GO_0000160', 'GO_0004673', 'GO_0005886', 'GO_0000155', 'GO_0016301', 'GO_0016020'}"
SO_2107,"{'GO_0030246', 'GO_0030288', 'GO_0042597', 'GO_0016051', 'GO_0003674', 'GO_0003824', 'GO_0009250', 'GO_0051274'}"
SO_2108,"{'GO_0005886', 'GO_0016758', 'GO_0016757', 'GO_0009250'}"
SO_2110,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_2111,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_2112,"{'GO_0019843', 'GO_0008097', 'GO_0022625', 'GO_0003735', 'GO_0006412', 'GO_0005840', 'GO_0003723', 'GO_1990904'}"
SO_2113,"{'GO_0008150', 'GO_0097347', 'GO_0005886', 'GO_0003674', 'GO_0009306', 'GO_0016020', 'GO_0005575'}"
SO_2114,"{'GO_0008150', 'GO_0019867', 'GO_0009279', 'GO_0097347', 'GO_0003674', 'GO_0009306', 'GO_0016020', 'GO_0005575'}"
SO_2115,"{'GO_0004067', 'GO_0008798', 'GO_0016787'}"
SO_2116,"{'GO_0016747', 'GO_0005524', 'GO_0008150', 'GO_0003824', 'GO_0046872', 'GO_0016746'}"
SO_2117,"{'GO_0007165', 'GO_0016020', 'GO_0004888', 'GO_0006935'}"
SO_2118,"{'GO_0008150', 'GO_0003674'}"
SO_2119,"{'GO_0000160', 'GO_0017018', 'GO_0016787'}"
SO_2120,{'GO_0000160'}
SO_2121,"{'GO_0006935', 'GO_0000160', 'GO_0004673', 'GO_0000155', 'GO_0016301', 'GO_0005737'}"
SO_2122,"{'GO_0007165', 'GO_0005829', 'GO_0006935'}"
SO_2123,"{'GO_0007165', 'GO_0006935', 'GO_0004888', 'GO_0005886', 'GO_0016020'}"
SO_2124,"{'GO_0008757', 'GO_0008983', 'GO_0008168', 'GO_0032259'}"
SO_2125,"{'GO_0003674', 'GO_0006935', 'GO_0050568', 'GO_0016787'}"
SO_2126,"{'GO_0000156', 'GO_0006935', 'GO_0000160', 'GO_0008984', 'GO_0050568', 'GO_0016787', 'GO_0005737'}"
SO_2127,"{'GO_0052621', 'GO_0016779', 'GO_0043709', 'GO_0000160', 'GO_1902201', 'GO_0005886'}"
SO_2128,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_2129,"{'GO_0006313', 'GO_0003677', 'GO_0004803'}"
SO_2136,"{'GO_0015976', 'GO_0016491', 'GO_0008774', 'GO_0046872', 'GO_0006066', 'GO_0004022'}"
SO_2137,"{'GO_0008150', 'GO_0005886', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_2141,{'GO_0003676'}
SO_2143,"{'GO_0008150', 'GO_0008324', 'GO_0006813', 'GO_0098655', 'GO_0005886', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_2144,"{'GO_0008150', 'GO_0003674', 'GO_0020037', 'GO_0046872', 'GO_0005575'}"
SO_2145,"{'GO_0007165', 'GO_0000160', 'GO_0004673', 'GO_0000155', 'GO_0016301'}"
SO_2146,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_2147,"{'GO_0008854', 'GO_0016853', 'GO_0003678', 'GO_0006302', 'GO_0006281', 'GO_0004527', 'GO_0009338', 'GO_0032508', 'GO_0000724', 'GO_0043139', 'GO_0017116', 'GO_0004386', 'GO_0003677', 'GO_0006310', 'GO_0016887', 'GO_0005524'}"
SO_2148,"{'GO_0008854', 'GO_0016853', 'GO_0003678', 'GO_0000725', 'GO_0006281', 'GO_0004527', 'GO_0009338', 'GO_0032508', 'GO_0000724', 'GO_0005829', 'GO_0043138', 'GO_0004386', 'GO_0003677', 'GO_0016787', 'GO_0046872', 'GO_0016887', 'GO_0000287', 'GO_0005524'}"
SO_2149,"{'GO_0008854', 'GO_0003678', 'GO_0006281', 'GO_0004527', 'GO_0009338', 'GO_0032508', 'GO_0000724', 'GO_0004386', 'GO_0003677', 'GO_0006310', 'GO_0005524'}"
SO_2150,"{'GO_0008150', 'GO_0016020'}"
SO_2151,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_2153,"{'GO_0008150', 'GO_0003674', 'GO_0016887', 'GO_0005524'}"
SO_2156,"{'GO_0004556', 'GO_0016798', 'GO_0009313', 'GO_0005975'}"
SO_2161,"{'GO_0006313', 'GO_0003677', 'GO_0015074', 'GO_0004803'}"
SO_2164,"{'GO_0075713', 'GO_0044826', 'GO_0015074', 'GO_0046718', 'GO_0003677', 'GO_0006310'}"
SO_2165,"{'GO_0006313', 'GO_0003677', 'GO_0004803'}"
SO_2174,"{'GO_0004721', 'GO_0052621', 'GO_0016779', 'GO_0043709', 'GO_1902201', 'GO_0005886', 'GO_0006470'}"
SO_2175,"{'GO_0008150', 'GO_0005886', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_2176,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_2177,"{'GO_0008150', 'GO_0009295', 'GO_0043590', 'GO_0003674', 'GO_0003727', 'GO_0005737', 'GO_0003690', 'GO_0005575'}"
SO_2178,"{'GO_0098869', 'GO_0004130', 'GO_0042597', 'GO_0004601', 'GO_0016491', 'GO_0020037', 'GO_0046872', 'GO_0009055'}"
SO_2180,"{'GO_0000920', 'GO_0004222', 'GO_0008237'}"
SO_2181,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_2182,"{'GO_0008150', 'GO_0003674', 'GO_0005829', 'GO_0005575'}"
SO_2185,"{'GO_0006793', 'GO_0005886', 'GO_0006798', 'GO_0004309', 'GO_0016787'}"
SO_2189,"{'GO_0008150', 'GO_0140662', 'GO_0044183', 'GO_0016887', 'GO_0042026', 'GO_0051085', 'GO_0003674', 'GO_0005829', 'GO_0031072', 'GO_0005524', 'GO_0005575'}"
SO_2190,"{'GO_0008150', 'GO_0003674', 'GO_0005829'}"
SO_2191,"{'GO_0016829', 'GO_0030170', 'GO_0019450', 'GO_0019346', 'GO_0047804'}"
SO_2192,"{'GO_0007165', 'GO_0000160', 'GO_0004673', 'GO_0000155', 'GO_0016301', 'GO_0016020'}"
SO_2193,"{'GO_0000976', 'GO_0000156', 'GO_0000160', 'GO_0006355', 'GO_0003677', 'GO_0032993', 'GO_0005829'}"
SO_2194,"{'GO_0008150', 'GO_0003674', 'GO_0016020'}"
SO_2195,"{'GO_0008150', 'GO_0003674', 'GO_0016020'}"
SO_2196,"{'GO_0016020', 'GO_0016787'}"
SO_2197,"{'GO_0008150', 'GO_0052621', 'GO_0016779', 'GO_0043709', 'GO_1902201', 'GO_0005886', 'GO_0003674'}"
SO_2198,"{'GO_0008150', 'GO_0006508', 'GO_0008235', 'GO_0003674', 'GO_0005575'}"
SO_2199,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_2200,"{'GO_0016740', 'GO_0043774', 'GO_0003674', 'GO_0003824', 'GO_0006412', 'GO_0046872', 'GO_0005737', 'GO_0036211', 'GO_0005524'}"
SO_2201,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_2202,"{'GO_0003700', 'GO_0000976', 'GO_0006355'}"
SO_2203,"{'GO_0008654', 'GO_0006654', 'GO_0005886', 'GO_0004143', 'GO_0016301', 'GO_0046872', 'GO_0005524'}"
SO_2204,"{'GO_0006281', 'GO_0006260', 'GO_0016874', 'GO_0006310', 'GO_0003910', 'GO_0005524'}"
SO_2208,"{'GO_0004721', 'GO_0004725'}"
SO_2211,"{'GO_0075713', 'GO_0044826', 'GO_0015074', 'GO_0046718', 'GO_0003677', 'GO_0006310'}"
SO_2212,"{'GO_0006313', 'GO_0003677', 'GO_0004803'}"
SO_2213,"{'GO_0004556', 'GO_0009313', 'GO_0005975', 'GO_0032450', 'GO_0016798', 'GO_0000023'}"
SO_2215,"{'GO_0001510', 'GO_0008168', 'GO_0032259', 'GO_0008173', 'GO_0003723'}"
SO_2216,"{'GO_0052621', 'GO_0016779'}"
SO_2217,"{'GO_0016874', 'GO_0008360', 'GO_0003824', 'GO_0009252', 'GO_0008716', 'GO_0071555', 'GO_0046872', 'GO_0005737', 'GO_0005829', 'GO_0005524'}"
SO_2218,"{'GO_0003676', 'GO_0006412', 'GO_0006421', 'GO_0004816', 'GO_0005737', 'GO_0004812', 'GO_0005524'}"
SO_2219,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_2220,"{'GO_0046872', 'GO_0003824', 'GO_0010945', 'GO_0016787'}"
SO_2221,"{'GO_0000162', 'GO_0008483', 'GO_0009396', 'GO_0046820'}"
SO_2222,"{'GO_0051539', 'GO_0016829', 'GO_0006091', 'GO_0046872', 'GO_0004333'}"
SO_2223,"{'GO_0006508', 'GO_0004252', 'GO_0008233', 'GO_0016787', 'GO_0008236'}"
SO_2224,"{'GO_0016747', 'GO_0008150'}"
SO_2225,"{'GO_0008150', 'GO_0003674', 'GO_0004180', 'GO_0005575'}"
SO_2226,"{'GO_0006313', 'GO_0016020', 'GO_0003677', 'GO_0004803'}"
SO_2228,"{'GO_0008150', 'GO_0003674'}"
SO_2229,"{'GO_0008150', 'GO_0003676', 'GO_0004386', 'GO_0003724', 'GO_0005737', 'GO_0016887', 'GO_0003723', 'GO_0005524'}"
SO_2234,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_2236,"{'GO_0005737', 'GO_0016740', 'GO_0016301', 'GO_0009401'}"
SO_2237,"{'GO_0009401', 'GO_0016301', 'GO_0005737', 'GO_0008965', 'GO_0046872'}"
SO_2238,"{'GO_0005737', 'GO_0009401'}"
SO_2239,"{'GO_0008150', 'GO_0003674', 'GO_0004072', 'GO_0005575'}"
SO_2240,"{'GO_0007165', 'GO_0006935', 'GO_0004888', 'GO_0005886', 'GO_0016020'}"
SO_2241,"{'GO_0008150', 'GO_0003674', 'GO_0005575', 'GO_0006935'}"
SO_2244,"{'GO_0006355', 'GO_0003700', 'GO_0000976', 'GO_0003677'}"
SO_2245,"{'GO_0006260', 'GO_0004527', 'GO_0071897', 'GO_0003677', 'GO_0003887', 'GO_0008408', 'GO_0005829', 'GO_0045004'}"
SO_2247,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_2248,"{'GO_0051539', 'GO_0016829', 'GO_0003941', 'GO_0006094', 'GO_0046872'}"
SO_2250,"{'GO_0008360', 'GO_0102148', 'GO_0005975', 'GO_0051301', 'GO_0009252', 'GO_0016798', 'GO_0071555', 'GO_0005737', 'GO_0004563', 'GO_0009254'}"
SO_2251,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_2253,"{'GO_0003998', 'GO_0016787'}"
SO_2254,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_2255,"{'GO_0000716', 'GO_0006281', 'GO_0043175', 'GO_0004386', 'GO_0003677', 'GO_0006355', 'GO_0016787', 'GO_0003684', 'GO_0005737', 'GO_0005524', 'GO_0015616'}"
SO_2256,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_2257,"{'GO_0044874', 'GO_0042953', 'GO_0005886', 'GO_0098797', 'GO_0016020'}"
SO_2258,"{'GO_0089705', 'GO_0055085', 'GO_0022857', 'GO_0044874', 'GO_0005886', 'GO_0044873', 'GO_0016887', 'GO_0016020', 'GO_0005524'}"
SO_2259,"{'GO_0044874', 'GO_0042953', 'GO_0005886', 'GO_0098797', 'GO_0016020'}"
SO_2260,"{'GO_0006020', 'GO_0052832', 'GO_0046854', 'GO_0007165', 'GO_0008934', 'GO_0052834', 'GO_0052833', 'GO_0031564', 'GO_0003674', 'GO_0016787', 'GO_0046872'}"
SO_2261,"{'GO_0008033', 'GO_0008168', 'GO_0052665', 'GO_0002128', 'GO_0008173', 'GO_0032259', 'GO_0006396', 'GO_0005737', 'GO_0003723', 'GO_0005829'}"
SO_2262,"{'GO_0016746', 'GO_0006535', 'GO_0008652', 'GO_0005737', 'GO_0009001', 'GO_0005829'}"
SO_2263,"{'GO_0008150', 'GO_0003674', 'GO_0006355', 'GO_0005829', 'GO_0003700', 'GO_0003690'}"
SO_2264,"{'GO_0016226', 'GO_0030170', 'GO_0016740', 'GO_0051537', 'GO_0005737', 'GO_0046872', 'GO_0044571', 'GO_0031071'}"
SO_2265,"{'GO_0008150', 'GO_0016226', 'GO_0005506', 'GO_0006879', 'GO_0003674', 'GO_0051537', 'GO_0051536', 'GO_0005737', 'GO_0008198'}"
SO_2266,"{'GO_0008150', 'GO_0016226', 'GO_0003674', 'GO_0051537', 'GO_0051536', 'GO_0005737', 'GO_0097428', 'GO_0005829'}"
SO_2267,"{'GO_0001671', 'GO_0051259', 'GO_0051087', 'GO_0044571', 'GO_0006457', 'GO_1990230', 'GO_0097428'}"
SO_2268,"{'GO_0016226', 'GO_0140662', 'GO_0044183', 'GO_0016887', 'GO_0042026', 'GO_0051085', 'GO_0051082', 'GO_0005829', 'GO_0031072', 'GO_0006457', 'GO_0005524'}"
SO_2269,"{'GO_0022900', 'GO_0051537', 'GO_0140647', 'GO_0005829', 'GO_0009055'}"
SO_2270,"{'GO_0009432', 'GO_0016874', 'GO_0018169', 'GO_0003674', 'GO_0003824', 'GO_0016881', 'GO_0006412', 'GO_0046872', 'GO_0005737', 'GO_0036211', 'GO_0005524'}"
SO_2271,"{'GO_0008150', 'GO_0016226', 'GO_0003674', 'GO_0008198', 'GO_0005829', 'GO_0005575'}"
SO_2272,"{'GO_0032196', 'GO_0004803', 'GO_0006313', 'GO_0003677', 'GO_0006310'}"
SO_2273,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_2274,"{'GO_0004550', 'GO_0006228', 'GO_0006220', 'GO_0006241', 'GO_0009117', 'GO_0016301', 'GO_0005737', 'GO_0046872', 'GO_0006183', 'GO_0006163', 'GO_0005524'}"
SO_2275,{'GO_0003676'}
SO_2277,{'GO_0003674'}
SO_2278,"{'GO_0009082', 'GO_1990610', 'GO_0008652', 'GO_0016740', 'GO_0009099', 'GO_0003984', 'GO_0009097', 'GO_0005829'}"
SO_2279,"{'GO_0009082', 'GO_0008652', 'GO_0050660', 'GO_0016740', 'GO_0009099', 'GO_0030976', 'GO_0005948', 'GO_0003984', 'GO_0009097', 'GO_0046872', 'GO_0000287'}"
SO_2280,"{'GO_0035725', 'GO_0015385', 'GO_1990961', 'GO_0005886', 'GO_0016020', 'GO_0042910'}"
SO_2282,"{'GO_0030170', 'GO_0009058', 'GO_0003677', 'GO_0006355', 'GO_0008483', 'GO_0003700'}"
SO_2283,"{'GO_0006313', 'GO_0016020', 'GO_0003677', 'GO_0004803'}"
SO_2286,"{'GO_0055085', 'GO_0098661', 'GO_0005886', 'GO_0098656', 'GO_0008509', 'GO_0016020'}"
SO_2290,"{'GO_0008150', 'GO_0008033', 'GO_0016705', 'GO_0003674', 'GO_0016491', 'GO_0006400'}"
SO_2292,"{'GO_0032196', 'GO_0004803', 'GO_0006313', 'GO_0003677', 'GO_0006310'}"
SO_2295,"{'GO_0055085', 'GO_0046677', 'GO_0006811', 'GO_0005886', 'GO_0015297', 'GO_0042908', 'GO_0016020', 'GO_0042910'}"
SO_2296,"{'GO_0016740', 'GO_0004746', 'GO_0009231', 'GO_0005829'}"
SO_2297,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_2298,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_2299,"{'GO_0006435', 'GO_0000049', 'GO_0006412', 'GO_0004829', 'GO_0046872', 'GO_0005737', 'GO_0005829', 'GO_0004812', 'GO_0005524'}"
SO_2300,"{'GO_0003743', 'GO_0006413', 'GO_0006412', 'GO_0043022', 'GO_0032790', 'GO_0005737', 'GO_0005829'}"
SO_2301,"{'GO_0022625', 'GO_0003735', 'GO_0006412', 'GO_0005840', 'GO_1990904'}"
SO_2302,"{'GO_0000027', 'GO_0019843', 'GO_0022625', 'GO_0003735', 'GO_0006412', 'GO_0005840', 'GO_1990904'}"
SO_2303,"{'GO_0004791', 'GO_0016491', 'GO_0019430', 'GO_0005737', 'GO_0045454'}"
SO_2304,"{'GO_0000286', 'GO_0016491', 'GO_0006524', 'GO_0042853', 'GO_0000166'}"
SO_2305,"{'GO_0043201', 'GO_0006524', 'GO_0003677', 'GO_0043565', 'GO_0005829'}"
SO_2306,"{'GO_0007059', 'GO_0005886', 'GO_0051301', 'GO_0003677', 'GO_0005524'}"
SO_2307,"{'GO_0015031', 'GO_0030288', 'GO_0042597', 'GO_0044874', 'GO_0042953'}"
SO_2308,"{'GO_0000731', 'GO_0006260', 'GO_0032508', 'GO_0017116', 'GO_0008047', 'GO_0003677', 'GO_0016887', 'GO_0006261', 'GO_0005524'}"
SO_2309,"{'GO_0008150', 'GO_0034220', 'GO_1903424', 'GO_0140114', 'GO_1903425', 'GO_0003674', 'GO_0062054', 'GO_0005886', 'GO_0046872', 'GO_0016020'}"
SO_2310,"{'GO_0006434', 'GO_0016260', 'GO_0004828', 'GO_0006412', 'GO_0005737', 'GO_0004812', 'GO_0005524'}"
SO_2311,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_2312,"{'GO_0004867', 'GO_0042597'}"
SO_2318,{'GO_0000160'}
SO_2321,"{'GO_0032196', 'GO_0004803', 'GO_0006313', 'GO_0003677', 'GO_0006310'}"
SO_2323,"{'GO_0007165', 'GO_0006935', 'GO_0004888', 'GO_0005886', 'GO_0016020'}"
SO_2324,"{'GO_0007165', 'GO_0005829', 'GO_0006935'}"
SO_2325,"{'GO_0008757', 'GO_0008983', 'GO_0008168', 'GO_0032259'}"
SO_2326,"{'GO_0003674', 'GO_0006935', 'GO_0050568', 'GO_0016787'}"
SO_2327,"{'GO_0000156', 'GO_0006935', 'GO_0000160', 'GO_0008984', 'GO_0050568', 'GO_0016787', 'GO_0005737'}"
SO_2328,"{'GO_0043043', 'GO_0006412', 'GO_0005737', 'GO_0003746', 'GO_0006414'}"
SO_2329,"{'GO_0008150', 'GO_0106361', 'GO_0003674', 'GO_0016757', 'GO_0005575'}"
SO_2330,"{'GO_0010181', 'GO_0009055'}"
SO_2331,"{'GO_0008150', 'GO_0003674', 'GO_0006355', 'GO_0005575'}"
SO_2332,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_2333,"{'GO_0008150', 'GO_0003824', 'GO_0016787'}"
SO_2335,"{'GO_0032297', 'GO_0006355', 'GO_0003677', 'GO_0005737', 'GO_0008156'}"
SO_2336,"{'GO_0016853', 'GO_0004614', 'GO_0005975', 'GO_0016868', 'GO_0046872', 'GO_0000287', 'GO_0005829'}"
SO_2337,"{'GO_0033744', 'GO_0008113', 'GO_0034599', 'GO_0016491', 'GO_0005737', 'GO_0036211', 'GO_0036456'}"
SO_2338,"{'GO_0016788', 'GO_0016811', 'GO_0009017', 'GO_0019545', 'GO_0006525', 'GO_0016787', 'GO_0046872', 'GO_0019544', 'GO_0008270'}"
SO_2339,"{'GO_0016624', 'GO_0016491', 'GO_0003863', 'GO_0009083'}"
SO_2340,"{'GO_0009083', 'GO_0003863', 'GO_0003824', 'GO_0016491', 'GO_0007584'}"
SO_2341,"{'GO_0016407', 'GO_0005737', 'GO_0016746', 'GO_0031405'}"
SO_2342,"{'GO_0051539', 'GO_0009435', 'GO_0034628', 'GO_0019805', 'GO_0016740', 'GO_0008987', 'GO_0019363', 'GO_0046872', 'GO_0005737', 'GO_0005829'}"
SO_2344,"{'GO_0032196', 'GO_0004803', 'GO_0006313', 'GO_0003677', 'GO_0006310'}"
SO_2345,"{'GO_0004365', 'GO_0016491', 'GO_0050661', 'GO_0051287', 'GO_0005829', 'GO_0000166', 'GO_0006006', 'GO_0016620'}"
SO_2346,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_2347,"{'GO_0051287', 'GO_0016491', 'GO_0050661', 'GO_0006006', 'GO_0016620'}"
SO_2350,"{'GO_0033585', 'GO_0042802', 'GO_0030170', 'GO_0004069', 'GO_0006520', 'GO_0009058', 'GO_0004838', 'GO_0008483', 'GO_0005829'}"
SO_2351,"{'GO_0008150', 'GO_0008360', 'GO_0003674', 'GO_0005737', 'GO_0043743', 'GO_0005575'}"
SO_2352,"{'GO_0008150', 'GO_0004040', 'GO_0003674', 'GO_0016798', 'GO_0016020'}"
SO_2353,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_2354,"{'GO_0008150', 'GO_0051539', 'GO_0008033', 'GO_0016783', 'GO_0016740', 'GO_0003674', 'GO_0000049', 'GO_0034227', 'GO_0006400', 'GO_0046872', 'GO_0005737', 'GO_0000287', 'GO_0005524', 'GO_0005575'}"
SO_2355,{'GO_0005737'}
SO_2356,"{'GO_0003700', 'GO_0006355', 'GO_0003677', 'GO_0009061', 'GO_0005829'}"
SO_2357,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_2358,"{'GO_0003674', 'GO_0016020'}"
SO_2359,"{'GO_0035434', 'GO_0055085', 'GO_0015662', 'GO_0055070', 'GO_0098655', 'GO_0019829', 'GO_0005886', 'GO_0005507', 'GO_0006812', 'GO_0043682', 'GO_0046872', 'GO_0016887', 'GO_0016020', 'GO_0005524'}"
SO_2360,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_2361,"{'GO_0005506', 'GO_0006119', 'GO_1902600', 'GO_0005886', 'GO_0016491', 'GO_0070469', 'GO_0020037', 'GO_0046872', 'GO_0009055'}"
SO_2362,"{'GO_0016491', 'GO_0016020'}"
SO_2363,"{'GO_0016491', 'GO_0020037', 'GO_0046872', 'GO_0016020', 'GO_0009055'}"
SO_2364,"{'GO_0004129', 'GO_0006119', 'GO_0015990', 'GO_0005886', 'GO_0016491', 'GO_0022904', 'GO_0070469', 'GO_0045278', 'GO_0020037', 'GO_0046872', 'GO_0016020', 'GO_0009060'}"
SO_2365,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_2366,"{'GO_0008081', 'GO_0000160'}"
SO_2373,"{'GO_0022857', 'GO_0005886', 'GO_1990961', 'GO_0016020', 'GO_0042910'}"
SO_2374,"{'GO_0003700', 'GO_0000976', 'GO_0006355'}"
SO_2375,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005886'}"
SO_2376,"{'GO_0008150', 'GO_1990228', 'GO_0008033', 'GO_0016783', 'GO_0016740', 'GO_0097163', 'GO_0003674', 'GO_0002143', 'GO_0005737', 'GO_0005829'}"
SO_2377,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_2378,"{'GO_0008150', 'GO_1990228', 'GO_0003674', 'GO_0002143', 'GO_0005737', 'GO_0005575'}"
