SAMPLES,CONCEPTS
GSM5290640,"['GO_0034349', 'GO_0140641', 'GO_0000770', 'GO_1905534', 'GO_0072022', 'GO_0015817', 'GO_1901183', 'GO_0040029', 'GO_0098903', 'GO_1902121']"
GSM5290641,"['GO_0034349', 'GO_0140641', 'GO_0000770', 'GO_1905534', 'GO_0072022', 'GO_0015817', 'GO_1901183', 'GO_0040029', 'GO_0098903', 'GO_1902121']"
GSM5290642,"['GO_0034349', 'GO_0140641', 'GO_0000770', 'GO_1905534', 'GO_0072022', 'GO_0015817', 'GO_1901183', 'GO_0040029', 'GO_0098903', 'GO_1902121']"
GSM5290643,"['GO_0034349', 'GO_0140641', 'GO_0000770', 'GO_1905534', 'GO_0072022', 'GO_0015817', 'GO_1901183', 'GO_0040029', 'GO_0098903', 'GO_1902121']"
GSM5290644,"['GO_0034349', 'GO_0140641', 'GO_0000770', 'GO_1905534', 'GO_0072022', 'GO_0015817', 'GO_1901183', 'GO_0040029', 'GO_0098903', 'GO_1902121']"
GSM5290645,"['GO_0034349', 'GO_0140641', 'GO_0000770', 'GO_1905534', 'GO_0040029', 'GO_0072022', 'GO_0098903', 'GO_0015817', 'GO_1901183', 'GO_0020028']"
GSM5290646,"['GO_0034349', 'GO_0140641', 'GO_0000770', 'GO_1905534', 'GO_0040029', 'GO_0072022', 'GO_0098903', 'GO_0015817', 'GO_1901183', 'GO_0020028']"
GSM5290647,"['GO_0034349', 'GO_0140641', 'GO_0000770', 'GO_1905534', 'GO_0040029', 'GO_0072022', 'GO_0098903', 'GO_0015817', 'GO_1901183', 'GO_0020028']"
GSM5290648,"['GO_0034349', 'GO_0140641', 'GO_0000770', 'GO_1905534', 'GO_0040029', 'GO_0072022', 'GO_0098903', 'GO_0015817', 'GO_1901183', 'GO_0020028']"
GSM5290649,"['GO_0034349', 'GO_0140641', 'GO_0000770', 'GO_1905534', 'GO_0040029', 'GO_0072022', 'GO_0098903', 'GO_0015817', 'GO_1901183', 'GO_0020028']"
GSM5290650,"['GO_0034349', 'GO_0140641', 'GO_0000770', 'GO_1905534', 'GO_0072022', 'GO_0015817', 'GO_1901183', 'GO_0040029', 'GO_0098903', 'GO_1902121']"
GSM5290651,"['GO_0034349', 'GO_0140641', 'GO_0000770', 'GO_1905534', 'GO_0072022', 'GO_0015817', 'GO_1901183', 'GO_0040029', 'GO_0098903', 'GO_1902121']"
GSM5290652,"['GO_0034349', 'GO_0140641', 'GO_0000770', 'GO_1905534', 'GO_0072022', 'GO_0015817', 'GO_1901183', 'GO_0040029', 'GO_0098903', 'GO_1902121']"
GSM5290653,"['GO_0034349', 'GO_0140641', 'GO_0000770', 'GO_1905534', 'GO_0072022', 'GO_0015817', 'GO_1901183', 'GO_0040029', 'GO_0098903', 'GO_1902121']"
GSM5290654,"['GO_0034349', 'GO_0140641', 'GO_0000770', 'GO_1905534', 'GO_0072022', 'GO_0015817', 'GO_1901183', 'GO_0040029', 'GO_0098903', 'GO_1902121']"
GSM5290655,"['GO_0034349', 'GO_0140641', 'GO_0000770', 'GO_1905534', 'GO_0040029', 'GO_0072022', 'GO_0098903', 'GO_0015817', 'GO_1901183', 'GO_0020028']"
GSM5290656,"['GO_0034349', 'GO_0140641', 'GO_0000770', 'GO_1905534', 'GO_0040029', 'GO_0072022', 'GO_0098903', 'GO_0015817', 'GO_1901183', 'GO_0020028']"
GSM5290657,"['GO_0034349', 'GO_0140641', 'GO_0000770', 'GO_1905534', 'GO_0040029', 'GO_0072022', 'GO_0098903', 'GO_0015817', 'GO_1901183', 'GO_0020028']"
GSM5290658,"['GO_0034349', 'GO_0140641', 'GO_0000770', 'GO_1905534', 'GO_0040029', 'GO_0072022', 'GO_0098903', 'GO_0015817', 'GO_1901183', 'GO_0020028']"
GSM5290659,"['GO_0034349', 'GO_0140641', 'GO_0000770', 'GO_1905534', 'GO_0040029', 'GO_0072022', 'GO_0098903', 'GO_0015817', 'GO_1901183', 'GO_0020028']"
GSM5290660,"['GO_0034349', 'GO_0140641', 'GO_0000770', 'GO_1905534', 'GO_0072022', 'GO_0015817', 'GO_1901183', 'GO_0040029', 'GO_0098903', 'GO_1902121']"
GSM5290661,"['GO_0034349', 'GO_0140641', 'GO_0000770', 'GO_1905534', 'GO_0072022', 'GO_0015817', 'GO_1901183', 'GO_0040029', 'GO_0098903', 'GO_1902121']"
GSM5290662,"['GO_0034349', 'GO_0140641', 'GO_0000770', 'GO_1905534', 'GO_0072022', 'GO_0015817', 'GO_1901183', 'GO_0040029', 'GO_0098903', 'GO_1902121']"
GSM5290663,"['GO_0034349', 'GO_0140641', 'GO_0000770', 'GO_1905534', 'GO_0072022', 'GO_0015817', 'GO_1901183', 'GO_0040029', 'GO_0098903', 'GO_1902121']"
GSM5290664,"['GO_0034349', 'GO_0140641', 'GO_0000770', 'GO_1905534', 'GO_0072022', 'GO_0015817', 'GO_1901183', 'GO_0040029', 'GO_0098903', 'GO_1902121']"
GSM73563,"['GO_0015608', 'GO_0003828', 'GO_0052586', 'GO_0048780', 'GO_2001250', 'GO_0061950', 'GO_0060249', 'GO_1902796', 'GO_0044770', 'GO_0055038']"
GSM73564,"['GO_0003828', 'GO_0060249', 'GO_0015608', 'GO_0048780', 'GO_2001250', 'GO_0052586', 'GO_0061950', 'GO_0097298', 'GO_1902796', 'GO_0071029']"
GSM73565,"['GO_0015608', 'GO_0003828', 'GO_0052586', 'GO_0048780', 'GO_2001250', 'GO_0061950', 'GO_0060249', 'GO_1902796', 'GO_0044770', 'GO_0055038']"
GSM73566,"['GO_0015608', 'GO_0003828', 'GO_0052586', 'GO_0048780', 'GO_2001250', 'GO_0061950', 'GO_0060249', 'GO_1902796', 'GO_0044770', 'GO_0055038']"
GSM73567,"['GO_0023028', 'GO_0052821', 'GO_0120327', 'GO_0103060', 'GO_0000913', 'GO_0102920', 'GO_0014019', 'GO_0060249', 'GO_0043879', 'GO_0014853']"
GSM73568,"['GO_0023028', 'GO_0052821', 'GO_0120327', 'GO_0103060', 'GO_0000913', 'GO_0102920', 'GO_0014019', 'GO_0060249', 'GO_0043879', 'GO_0014853']"
GSM73569,"['GO_1990083', 'GO_0060249', 'GO_0071550', 'GO_0043879', 'GO_0097345', 'GO_0071879', 'GO_0002520', 'GO_0099536', 'GO_0008051', 'GO_0034031']"
GSM73570,"['GO_1990083', 'GO_0060249', 'GO_0071550', 'GO_0043879', 'GO_0097345', 'GO_0071879', 'GO_0002520', 'GO_0099536', 'GO_0008051', 'GO_0034031']"
GSM73571,"['GO_1990083', 'GO_0060249', 'GO_0071550', 'GO_0043879', 'GO_0097345', 'GO_0071879', 'GO_0002520', 'GO_0099536', 'GO_0008051', 'GO_0034031']"
GSM73572,"['GO_0023028', 'GO_0052821', 'GO_0120327', 'GO_0103060', 'GO_0000913', 'GO_0102920', 'GO_0014019', 'GO_0060249', 'GO_0043879', 'GO_0014853']"
GSM73573,"['GO_0023028', 'GO_0052821', 'GO_0120327', 'GO_0103060', 'GO_0000913', 'GO_0102920', 'GO_0014019', 'GO_0060249', 'GO_0043879', 'GO_0014853']"
GSM73574,"['GO_0023028', 'GO_0052821', 'GO_0120327', 'GO_0103060', 'GO_0000913', 'GO_0102920', 'GO_0014019', 'GO_0060249', 'GO_0043879', 'GO_0014853']"
GSM73575,"['GO_0023028', 'GO_0052821', 'GO_0120327', 'GO_0103060', 'GO_0000913', 'GO_0102920', 'GO_0014019', 'GO_0060249', 'GO_0043879', 'GO_0014853']"
GSM73576,"['GO_0023028', 'GO_0052821', 'GO_0120327', 'GO_0103060', 'GO_0000913', 'GO_0102920', 'GO_0014019', 'GO_0060249', 'GO_0043879', 'GO_0014853']"
GSM73577,"['GO_1990083', 'GO_0060249', 'GO_0071550', 'GO_0043879', 'GO_0097345', 'GO_0071879', 'GO_0002520', 'GO_0099536', 'GO_0008051', 'GO_0034031']"
GSM73578,"['GO_0102920', 'GO_0043879', 'GO_0014019', 'GO_0052821', 'GO_0103060', 'GO_0000913', 'GO_0015608', 'GO_0016515', 'GO_0060249', 'GO_1990083']"
GSM654485,"['GO_0070083', 'GO_0000811', 'GO_0045963', 'GO_0046983', 'GO_1901984', 'GO_0046363', 'GO_0071615', 'GO_0018794', 'GO_0103067', 'GO_0021932']"
GSM654486,"['GO_0070083', 'GO_0000811', 'GO_0045963', 'GO_0046983', 'GO_1901984', 'GO_0046363', 'GO_0071615', 'GO_0018794', 'GO_0103067', 'GO_0021932']"
GSM654487,"['GO_0009341', 'GO_1903315', 'GO_0048941', 'GO_0006062', 'GO_0039550', 'GO_1902090', 'GO_0038127', 'GO_0015608', 'GO_0020028', 'GO_0033277']"
GSM654488,"['GO_0009341', 'GO_1903315', 'GO_0048941', 'GO_0006062', 'GO_0039550', 'GO_1902090', 'GO_0038127', 'GO_0015608', 'GO_0020028', 'GO_0033277']"
GSM8134294,"['GO_0090703', 'GO_0035237', 'GO_0006434', 'GO_1904162', 'GO_0080015', 'GO_0050097', 'GO_0098921', 'GO_0097448', 'GO_1902488', 'GO_0044431']"
GSM8134295,"['GO_0090703', 'GO_0035237', 'GO_0006434', 'GO_1904162', 'GO_0080015', 'GO_0050097', 'GO_0098921', 'GO_0097448', 'GO_1902488', 'GO_0044431']"
GSM8134296,"['GO_0090703', 'GO_0035237', 'GO_0006434', 'GO_1904162', 'GO_0080015', 'GO_0050097', 'GO_0098921', 'GO_0097448', 'GO_1902488', 'GO_0044431']"
GSM8134297,"['GO_0035237', 'GO_0080015', 'GO_0006434', 'GO_1904162', 'GO_0090703', 'GO_0043530', 'GO_0007355', 'GO_0050097', 'GO_0098921', 'GO_1902488']"
GSM8134298,"['GO_0035237', 'GO_0080015', 'GO_0006434', 'GO_1904162', 'GO_0090703', 'GO_0043530', 'GO_0007355', 'GO_0050097', 'GO_0098921', 'GO_1902488']"
GSM8134299,"['GO_0035237', 'GO_0080015', 'GO_0006434', 'GO_1904162', 'GO_0090703', 'GO_0043530', 'GO_0007355', 'GO_0050097', 'GO_0098921', 'GO_1902488']"
GSM8134300,"['GO_0090703', 'GO_0035237', 'GO_0006434', 'GO_0080015', 'GO_1904162', 'GO_0050097', 'GO_0098921', 'GO_0097448', 'GO_1902488', 'GO_0044431']"
GSM8134301,"['GO_0090703', 'GO_0035237', 'GO_0006434', 'GO_0080015', 'GO_1904162', 'GO_0050097', 'GO_0098921', 'GO_0097448', 'GO_1902488', 'GO_0044431']"
GSM8134302,"['GO_0090703', 'GO_0035237', 'GO_0006434', 'GO_0080015', 'GO_1904162', 'GO_0050097', 'GO_0098921', 'GO_0097448', 'GO_1902488', 'GO_0044431']"
GSM8134303,"['GO_0035237', 'GO_0090703', 'GO_0006434', 'GO_0080015', 'GO_1904162', 'GO_0050097', 'GO_0007355', 'GO_0043530', 'GO_0098921', 'GO_1902488']"
GSM8134304,"['GO_0035237', 'GO_0090703', 'GO_0006434', 'GO_0080015', 'GO_1904162', 'GO_0050097', 'GO_0007355', 'GO_0043530', 'GO_0098921', 'GO_1902488']"
GSM8134305,"['GO_0035237', 'GO_0090703', 'GO_0006434', 'GO_0080015', 'GO_1904162', 'GO_0050097', 'GO_0007355', 'GO_0043530', 'GO_0098921', 'GO_1902488']"
GSM8134306,"['GO_0090703', 'GO_0035237', 'GO_0006434', 'GO_1904162', 'GO_0080015', 'GO_0050097', 'GO_0098921', 'GO_0097448', 'GO_0044431', 'GO_1902488']"
GSM8134307,"['GO_0090703', 'GO_0035237', 'GO_0006434', 'GO_1904162', 'GO_0080015', 'GO_0050097', 'GO_0098921', 'GO_0097448', 'GO_0044431', 'GO_1902488']"
GSM8134308,"['GO_0090703', 'GO_0035237', 'GO_0006434', 'GO_1904162', 'GO_0080015', 'GO_0050097', 'GO_0098921', 'GO_0097448', 'GO_0044431', 'GO_1902488']"
GSM8134309,"['GO_0035237', 'GO_0006434', 'GO_0090703', 'GO_1904162', 'GO_0080015', 'GO_0007355', 'GO_0050097', 'GO_0043530', 'GO_0098921', 'GO_1902488']"
GSM8134310,"['GO_0035237', 'GO_0006434', 'GO_0090703', 'GO_1904162', 'GO_0080015', 'GO_0007355', 'GO_0050097', 'GO_0043530', 'GO_0098921', 'GO_1902488']"
GSM8134311,"['GO_0035237', 'GO_0006434', 'GO_0090703', 'GO_1904162', 'GO_0080015', 'GO_0007355', 'GO_0050097', 'GO_0043530', 'GO_0098921', 'GO_1902488']"
GSM8134312,"['GO_0090703', 'GO_0035237', 'GO_0006434', 'GO_1904162', 'GO_0080015', 'GO_0050097', 'GO_0098921', 'GO_0097448', 'GO_1905925', 'GO_0044431']"
GSM8134313,"['GO_0090703', 'GO_0035237', 'GO_0006434', 'GO_1904162', 'GO_0080015', 'GO_0050097', 'GO_0098921', 'GO_0097448', 'GO_1905925', 'GO_0044431']"
GSM8134314,"['GO_0090703', 'GO_0035237', 'GO_0006434', 'GO_1904162', 'GO_0080015', 'GO_0050097', 'GO_0098921', 'GO_0097448', 'GO_1905925', 'GO_0044431']"
GSM8134315,"['GO_0035237', 'GO_0006434', 'GO_0090703', 'GO_1904162', 'GO_0080015', 'GO_0043530', 'GO_0050097', 'GO_0098921', 'GO_0007355', 'GO_1902488']"
GSM8134316,"['GO_0035237', 'GO_0006434', 'GO_0090703', 'GO_1904162', 'GO_0080015', 'GO_0043530', 'GO_0050097', 'GO_0098921', 'GO_0007355', 'GO_1902488']"
GSM8134317,"['GO_0035237', 'GO_0006434', 'GO_0090703', 'GO_1904162', 'GO_0080015', 'GO_0043530', 'GO_0050097', 'GO_0098921', 'GO_0007355', 'GO_1902488']"
GSM1708786,"['GO_0034299', 'GO_0042142', 'GO_0003055', 'GO_0180004', 'GO_0015576', 'GO_0070157', 'GO_0141042', 'GO_0071529', 'GO_2001088', 'GO_0019702']"
GSM1708787,"['GO_0034299', 'GO_0042142', 'GO_0003055', 'GO_0180004', 'GO_0015576', 'GO_0070157', 'GO_0141042', 'GO_0071529', 'GO_2001088', 'GO_0019702']"
GSM1708788,"['GO_0034299', 'GO_0042142', 'GO_0003055', 'GO_0180004', 'GO_0015576', 'GO_0070157', 'GO_0141042', 'GO_0071529', 'GO_2001088', 'GO_0019702']"
GSM1708789,"['GO_0034299', 'GO_0070157', 'GO_0042142', 'GO_0141042', 'GO_0015576', 'GO_0005983', 'GO_0009511', 'GO_0020028', 'GO_0003055', 'GO_0019702']"
GSM1708790,"['GO_0034299', 'GO_0070157', 'GO_0042142', 'GO_0141042', 'GO_0015576', 'GO_0005983', 'GO_0009511', 'GO_0020028', 'GO_0003055', 'GO_0019702']"
GSM1708791,"['GO_0034299', 'GO_0070157', 'GO_0042142', 'GO_0141042', 'GO_0015576', 'GO_0005983', 'GO_0009511', 'GO_0020028', 'GO_0003055', 'GO_0019702']"
GSM1708792,"['GO_0034299', 'GO_0042142', 'GO_0070157', 'GO_0071744', 'GO_0009511', 'GO_0003055', 'GO_0141042', 'GO_0015576', 'GO_2001088', 'GO_0005983']"
GSM1708793,"['GO_0034299', 'GO_0042142', 'GO_0070157', 'GO_0071744', 'GO_0009511', 'GO_0003055', 'GO_0141042', 'GO_0015576', 'GO_2001088', 'GO_0005983']"
GSM1708794,"['GO_0034299', 'GO_0042142', 'GO_0070157', 'GO_0071744', 'GO_0009511', 'GO_0003055', 'GO_0141042', 'GO_0015576', 'GO_2001088', 'GO_0005983']"
GSM1708795,"['GO_0034299', 'GO_0070157', 'GO_0071744', 'GO_0009511', 'GO_0042142', 'GO_0020028', 'GO_0071529', 'GO_0005983', 'GO_0003055', 'GO_1902796']"
GSM1708796,"['GO_0034299', 'GO_0070157', 'GO_0071744', 'GO_0009511', 'GO_0042142', 'GO_0020028', 'GO_0071529', 'GO_0005983', 'GO_0003055', 'GO_1902796']"
GSM1708797,"['GO_0034299', 'GO_0070157', 'GO_0071744', 'GO_0009511', 'GO_0042142', 'GO_0020028', 'GO_0071529', 'GO_0005983', 'GO_0003055', 'GO_1902796']"
GSM2344666,"['GO_0036492', 'GO_0033803', 'GO_1905933', 'GO_0140366', 'GO_0019242', 'GO_0039689', 'GO_0036148', 'GO_0051721', 'GO_0009913', 'GO_1905246']"
GSM2344667,"['GO_0036492', 'GO_0033803', 'GO_1905933', 'GO_0140366', 'GO_0019242', 'GO_0039689', 'GO_0036148', 'GO_0051721', 'GO_0009913', 'GO_1905246']"
GSM2344668,"['GO_0036492', 'GO_0033803', 'GO_1905933', 'GO_0140366', 'GO_0019242', 'GO_0039689', 'GO_0036148', 'GO_0051721', 'GO_0009913', 'GO_1905246']"
GSM2344669,"['GO_0036492', 'GO_0033803', 'GO_1905933', 'GO_0140366', 'GO_0019242', 'GO_0039689', 'GO_0036148', 'GO_0051721', 'GO_0009913', 'GO_1905246']"
GSM444165,"['GO_1905104', 'GO_0070309', 'GO_0099543', 'GO_0150174', 'GO_1901864', 'GO_1901436', 'GO_0071011', 'GO_0044601', 'GO_0033902', 'GO_1902870']"
GSM444166,"['GO_1905104', 'GO_0070309', 'GO_0099543', 'GO_0150174', 'GO_1901864', 'GO_1901436', 'GO_0071011', 'GO_0044601', 'GO_0033902', 'GO_1902870']"
GSM444167,"['GO_1905104', 'GO_0070309', 'GO_0099543', 'GO_0150174', 'GO_1901864', 'GO_1901436', 'GO_0071011', 'GO_0044601', 'GO_0033902', 'GO_1902870']"
GSM444168,"['GO_1905104', 'GO_0070309', 'GO_0099543', 'GO_0150174', 'GO_1901864', 'GO_1901436', 'GO_0071011', 'GO_0044601', 'GO_0033902', 'GO_1902870']"
GSM444169,"['GO_1905104', 'GO_0070309', 'GO_0099543', 'GO_0150174', 'GO_1901864', 'GO_1901436', 'GO_0071011', 'GO_0044601', 'GO_0033902', 'GO_1902870']"
GSM444170,"['GO_1905104', 'GO_0070309', 'GO_0099543', 'GO_0150174', 'GO_1901864', 'GO_1901436', 'GO_0071011', 'GO_0044601', 'GO_0033902', 'GO_1902870']"
GSM8022415,"['GO_0140569', 'GO_0004793', 'GO_0048711', 'GO_0030416', 'GO_0046011', 'GO_0071695', 'GO_0003860', 'GO_0036324', 'GO_0007041', 'GO_1902239']"
GSM8022416,"['GO_0140569', 'GO_0004793', 'GO_0048711', 'GO_0030416', 'GO_0046011', 'GO_0071695', 'GO_0003860', 'GO_0036324', 'GO_0007041', 'GO_1902239']"
GSM4594094,"['GO_0102864', 'GO_1903019', 'GO_0110091', 'GO_0072176', 'GO_0019391', 'GO_1904620', 'GO_0033027', 'GO_0033499', 'GO_0075227', 'GO_1900002']"
GSM4594095,"['GO_0102864', 'GO_1903019', 'GO_0110091', 'GO_0072176', 'GO_0019391', 'GO_1904620', 'GO_0033027', 'GO_0033499', 'GO_0075227', 'GO_0047269']"
GSM4594096,"['GO_0102864', 'GO_1903019', 'GO_0110091', 'GO_0072176', 'GO_0019391', 'GO_0033027', 'GO_1904620', 'GO_0033499', 'GO_0030725', 'GO_0031342']"
GSM139137,"['GO_0098888', 'GO_0070733', 'GO_0018808', 'GO_0102762', 'GO_0036344', 'GO_0010734', 'GO_0045021', 'GO_0030223', 'GO_0002313', 'GO_0019584']"
GSM7688094,"['GO_0070488', 'GO_0017171', 'GO_1990342', 'GO_1990384', 'GO_0006910', 'GO_0009732', 'GO_0018114', 'GO_0033591', 'GO_0006967', 'GO_0046630']"
GSM7688095,"['GO_0070488', 'GO_0033591', 'GO_0017171', 'GO_0006910', 'GO_1990342', 'GO_0009732', 'GO_0018114', 'GO_1902073', 'GO_1990384', 'GO_0003020']"
GSM7688096,"['GO_1902073', 'GO_0089718', 'GO_0032832', 'GO_1990342', 'GO_0017171', 'GO_0006910', 'GO_1902696', 'GO_2000245', 'GO_0033591', 'GO_0048161']"
GSM7688097,"['GO_0070488', 'GO_0033591', 'GO_0017171', 'GO_0006910', 'GO_1990342', 'GO_0009732', 'GO_0018114', 'GO_1902073', 'GO_1990384', 'GO_0003020']"
GSM7688098,"['GO_2000245', 'GO_0046630', 'GO_0048335', 'GO_0018114', 'GO_0004130', 'GO_0033591', 'GO_0089718', 'GO_0010700', 'GO_0030018', 'GO_0070488']"
GSM7688099,"['GO_0018114', 'GO_0033591', 'GO_0070488', 'GO_0046630', 'GO_2000245', 'GO_0089718', 'GO_0034590', 'GO_0008673', 'GO_0021820', 'GO_1990384']"
GSM7688100,"['GO_0035234', 'GO_0043067', 'GO_0008925', 'GO_0032305', 'GO_0051839', 'GO_1990384', 'GO_0065005', 'GO_0035074', 'GO_0008138', 'GO_1904492']"
GSM7688101,"['GO_0035234', 'GO_0032305', 'GO_1990384', 'GO_0008925', 'GO_0065005', 'GO_1904492', 'GO_0018114', 'GO_0035074', 'GO_0043067', 'GO_0051839']"
GSM7688102,"['GO_0046630', 'GO_0018114', 'GO_0070488', 'GO_1990384', 'GO_0033591', 'GO_0009732', 'GO_0006910', 'GO_0046653', 'GO_0089718', 'GO_0010975']"
GSM7688103,"['GO_0018114', 'GO_0033591', 'GO_0070488', 'GO_0046630', 'GO_2000245', 'GO_0089718', 'GO_0034590', 'GO_0008673', 'GO_0021820', 'GO_1990384']"
GSM7688104,"['GO_0046630', 'GO_0089718', 'GO_1990384', 'GO_0004140', 'GO_0046656', 'GO_1990342', 'GO_0018114', 'GO_0034590', 'GO_0070488', 'GO_0017158']"
GSM7688105,"['GO_0089718', 'GO_0034590', 'GO_0003143', 'GO_0004140', 'GO_0033245', 'GO_0071491', 'GO_0085041', 'GO_0003020', 'GO_2000245', 'GO_0018114']"
GSM4318292,"['GO_0006702', 'GO_0046815', 'GO_0071409', 'GO_0000347', 'GO_1901079', 'GO_0099105', 'GO_0097037', 'GO_0045102', 'GO_0036087', 'GO_0098541']"
GSM4318293,"['GO_0006702', 'GO_0046815', 'GO_0071409', 'GO_0000347', 'GO_1901079', 'GO_0097037', 'GO_0099105', 'GO_0045102', 'GO_0036087', 'GO_0098541']"
GSM4318294,"['GO_0006702', 'GO_0046815', 'GO_0099105', 'GO_0000347', 'GO_0071409', 'GO_0097037', 'GO_1901079', 'GO_0045102', 'GO_0036087', 'GO_0098541']"
GSM4318295,"['GO_0006702', 'GO_0046815', 'GO_0071409', 'GO_0000347', 'GO_0097037', 'GO_0099105', 'GO_1901079', 'GO_0045102', 'GO_0036087', 'GO_0098541']"
GSM4318296,"['GO_0006702', 'GO_0046815', 'GO_0071409', 'GO_0000347', 'GO_1901079', 'GO_0099105', 'GO_0097037', 'GO_0045102', 'GO_0036087', 'GO_0098541']"
GSM4318297,"['GO_0006702', 'GO_0046815', 'GO_0071409', 'GO_0000347', 'GO_1901079', 'GO_0097037', 'GO_0099105', 'GO_0045102', 'GO_0036087', 'GO_0098541']"
GSM4318298,"['GO_0006702', 'GO_0046815', 'GO_0099105', 'GO_0000347', 'GO_0071409', 'GO_0097037', 'GO_1901079', 'GO_0045102', 'GO_0036087', 'GO_0098541']"
GSM4391884,"['GO_0052562', 'GO_0030275', 'GO_0015877', 'GO_0035976', 'GO_1990836', 'GO_1900231', 'GO_0120125', 'GO_0072154', 'GO_0050524', 'GO_0044608']"
GSM4391885,"['GO_0052562', 'GO_0030275', 'GO_0015877', 'GO_0035976', 'GO_1990836', 'GO_0120125', 'GO_1900231', 'GO_0050524', 'GO_0072154', 'GO_0044608']"
GSM4391886,"['GO_0052562', 'GO_0030275', 'GO_0015877', 'GO_0035976', 'GO_1990836', 'GO_0120125', 'GO_1900231', 'GO_0050524', 'GO_0072154', 'GO_0044608']"
GSM4391887,"['GO_0052562', 'GO_0030275', 'GO_0015877', 'GO_0035976', 'GO_0120125', 'GO_0072154', 'GO_0050524', 'GO_1990836', 'GO_1900231', 'GO_0002306']"
GSM4391888,"['GO_0052562', 'GO_0030275', 'GO_0015877', 'GO_0035976', 'GO_0050524', 'GO_0120125', 'GO_0072154', 'GO_1990836', 'GO_1900231', 'GO_0002306']"
GSM4391889,"['GO_0052562', 'GO_0030275', 'GO_0015877', 'GO_0035976', 'GO_0050524', 'GO_0120125', 'GO_0072154', 'GO_1990836', 'GO_1900231', 'GO_0002306']"
GSM4391890,"['GO_0052562', 'GO_0030275', 'GO_0015877', 'GO_0035976', 'GO_0072154', 'GO_1900231', 'GO_0120125', 'GO_1990836', 'GO_0050524', 'GO_0002306']"
GSM4391891,"['GO_0052562', 'GO_0030275', 'GO_0015877', 'GO_0035976', 'GO_0072154', 'GO_1900231', 'GO_0120125', 'GO_0050524', 'GO_1990836', 'GO_0002306']"
GSM4391892,"['GO_0052562', 'GO_0030275', 'GO_0015877', 'GO_0035976', 'GO_0072154', 'GO_0050524', 'GO_1900231', 'GO_0120125', 'GO_1990836', 'GO_0002306']"
GSM4391893,"['GO_0052562', 'GO_0030275', 'GO_0015877', 'GO_0035976', 'GO_0072154', 'GO_0120125', 'GO_1990836', 'GO_1900231', 'GO_0050524', 'GO_0002306']"
GSM4391894,"['GO_0052562', 'GO_0030275', 'GO_0015877', 'GO_0035976', 'GO_0072154', 'GO_0120125', 'GO_1990836', 'GO_1900231', 'GO_0050524', 'GO_0002306']"
GSM4391895,"['GO_0052562', 'GO_0030275', 'GO_0015877', 'GO_0035976', 'GO_0072154', 'GO_0120125', 'GO_1990836', 'GO_1900231', 'GO_0050524', 'GO_0002306']"
GSM1581537,"['GO_1903593', 'GO_0008877', 'GO_1905209', 'GO_0102695', 'GO_0010955', 'GO_0046695', 'GO_0006567', 'GO_0048941', 'GO_0051151', 'GO_0051885']"
GSM1581538,"['GO_1903593', 'GO_0008877', 'GO_1905209', 'GO_0102695', 'GO_0010955', 'GO_0046695', 'GO_0006567', 'GO_0048941', 'GO_0051151', 'GO_0051885']"
GSM1581539,"['GO_1903593', 'GO_0008877', 'GO_1905209', 'GO_0102695', 'GO_0010955', 'GO_0046695', 'GO_0006567', 'GO_0048941', 'GO_0051151', 'GO_0051885']"
GSM1581540,"['GO_0004140', 'GO_0102695', 'GO_0023028', 'GO_0004555', 'GO_0018858', 'GO_0007523', 'GO_0070710', 'GO_0046695', 'GO_0061523', 'GO_2000879']"
GSM1581541,"['GO_0004140', 'GO_0102695', 'GO_0023028', 'GO_0004555', 'GO_0018858', 'GO_0007523', 'GO_0070710', 'GO_0046695', 'GO_0061523', 'GO_2000879']"
GSM1581542,"['GO_0004140', 'GO_0102695', 'GO_0023028', 'GO_0004555', 'GO_0018858', 'GO_0007523', 'GO_0070710', 'GO_0046695', 'GO_0061523', 'GO_2000879']"
GSM1581543,"['GO_0004555', 'GO_0004140', 'GO_0023028', 'GO_0102695', 'GO_0018858', 'GO_0070710', 'GO_0007523', 'GO_0019322', 'GO_0030266', 'GO_0046695']"
GSM1581544,"['GO_0004555', 'GO_0004140', 'GO_0023028', 'GO_0102695', 'GO_0018858', 'GO_0070710', 'GO_0007523', 'GO_0019322', 'GO_0030266', 'GO_0046695']"
GSM1581545,"['GO_0004555', 'GO_0004140', 'GO_0023028', 'GO_0102695', 'GO_0018858', 'GO_0070710', 'GO_0007523', 'GO_0019322', 'GO_0030266', 'GO_0046695']"
GSM1581546,"['GO_0004555', 'GO_0023028', 'GO_0004140', 'GO_0070710', 'GO_0102695', 'GO_0030266', 'GO_0018858', 'GO_2000879', 'GO_0048941', 'GO_0061523']"
GSM1581547,"['GO_0004555', 'GO_0023028', 'GO_0004140', 'GO_0070710', 'GO_0102695', 'GO_0030266', 'GO_0018858', 'GO_2000879', 'GO_0048941', 'GO_0061523']"
GSM1581548,"['GO_0004555', 'GO_0023028', 'GO_0004140', 'GO_0070710', 'GO_0102695', 'GO_0030266', 'GO_0018858', 'GO_2000879', 'GO_0048941', 'GO_0061523']"
GSM1581549,"['GO_0004140', 'GO_0006567', 'GO_0071466', 'GO_0102695', 'GO_0051885', 'GO_0023028', 'GO_0007523', 'GO_0046695', 'GO_0018858', 'GO_0048161']"
